"ensembl_gene_id_version","ensembl_gene_id","entrezgene_id","mgi_symbol","gene_biotype","chromosome_name","start_position","end_position"
"ENSMUSG00000044080.10","ENSMUSG00000044080",20193,"S100a1","protein_coding","3",90418341,90421699
"ENSMUSG00000044083.13","ENSMUSG00000044083",100504221,"Efcab8","protein_coding","2",153621851,153686671
"ENSMUSG00000044098.15","ENSMUSG00000044098",229675,"Rsbn1","protein_coding","3",103821436,103873952
"ENSMUSG00000044145.3","ENSMUSG00000044145",329509,"1810024B03Rik","protein_coding","2",127028275,127050200
"ENSMUSG00000044165.13","ENSMUSG00000044165",229672,"Bcl2l15","protein_coding","3",103739917,103761934
"ENSMUSG00000044167.7","ENSMUSG00000044167",56458,"Foxo1","protein_coding","3",52175757,52260642
"ENSMUSG00000044288.7","ENSMUSG00000044288",12801,"Cnr1","protein_coding","4",33924593,33948831
"ENSMUSG00000044306.5","ENSMUSG00000044306",NA,"4930500M09Rik","lncRNA","1",170042429,170043991
"ENSMUSG00000044308.18","ENSMUSG00000044308",68795,"Ubr3","protein_coding","2",69727590,69854357
"ENSMUSG00000044313.14","ENSMUSG00000044313",242125,"Mab21l3","protein_coding","3",101720392,101756275
"ENSMUSG00000044320.15","ENSMUSG00000044320",73598,"1700001O22Rik","protein_coding","2",30684781,30693673
"ENSMUSG00000044330.9","ENSMUSG00000044330",NA,"Gm9790","processed_pseudogene","3",85823090,85823377
"ENSMUSG00000044337.6","ENSMUSG00000044337",12778,"Ackr3","protein_coding","1",90131702,90144473
"ENSMUSG00000044338.10","ENSMUSG00000044338",23796,"Aplnr","protein_coding","2",84966569,84970267
"ENSMUSG00000044340.8","ENSMUSG00000044340",98432,"Phlpp1","protein_coding","1",106099482,106321980
"ENSMUSG00000044349.17","ENSMUSG00000044349",319317,"Snhg11","protein_coding","2",158217558,158228071
"ENSMUSG00000044364.6","ENSMUSG00000044364",108832,"Tmem74b","protein_coding","2",151543928,151554077
"ENSMUSG00000044365.16","ENSMUSG00000044365",319478,"Cxxc4","protein_coding","3",133942245,133967922
"ENSMUSG00000044434.6","ENSMUSG00000044434",NA,"Gm9791","processed_pseudogene","3",34059166,34059612
"ENSMUSG00000044468.15","ENSMUSG00000044468",74645,"Tent5c","protein_coding","3",100358944,100396640
"ENSMUSG00000044505.6","ENSMUSG00000044505",320747,"Lingo4","protein_coding","3",94305824,94311808
"ENSMUSG00000044522.9","ENSMUSG00000044522",100503044,"A730020M07Rik","lncRNA","3",121428585,121437134
"ENSMUSG00000044528.6","ENSMUSG00000044528",229801,"Tram1l1","protein_coding","3",124114504,124118392
"ENSMUSG00000044627.12","ENSMUSG00000044627",72931,"Swi5","protein_coding","2",32168828,32178087
"ENSMUSG00000044628.6","ENSMUSG00000044628",68846,"Rnf208","protein_coding","2",25132941,25134274
"ENSMUSG00000044641.8","ENSMUSG00000044641",58220,"Pard6b","protein_coding","2",167922924,167943123
"ENSMUSG00000044647.17","ENSMUSG00000044647",77771,"Csrnp3","protein_coding","2",65676111,65861890
"ENSMUSG00000044667.13","ENSMUSG00000044667",229791,"Plppr4","protein_coding","3",117112788,117154525
"ENSMUSG00000044708.6","ENSMUSG00000044708",16513,"Kcnj10","protein_coding","1",172168777,172201652
"ENSMUSG00000044768.17","ENSMUSG00000044768",52392,"Macir","protein_coding","1",97534043,97589799
"ENSMUSG00000044783.17","ENSMUSG00000044783",212427,"Hjurp","protein_coding","1",88190193,88205355
"ENSMUSG00000044783.17","ENSMUSG00000044783",381280,"Hjurp","protein_coding","1",88190193,88205355
"ENSMUSG00000044816.11","ENSMUSG00000044816",98303,"D630023F18Rik","protein_coding","1",65144444,65162373
"ENSMUSG00000044835.16","ENSMUSG00000044835",73844,"Ankrd45","protein_coding","1",160970261,160998068
"ENSMUSG00000044854.8","ENSMUSG00000044854",73363,"1700056E22Rik","protein_coding","1",183765227,183766498
"ENSMUSG00000044864.17","ENSMUSG00000044864",99696,"Ankrd50","protein_coding","3",38503408,38538993
"ENSMUSG00000044916.11","ENSMUSG00000044916",75641,"1700029I15Rik","protein_coding","2",92212883,92216053
"ENSMUSG00000044991.11","ENSMUSG00000044991",73747,"Shld1","protein_coding","2",132528851,132592975
"ENSMUSG00000045005.10","ENSMUSG00000045005",14367,"Fzd5","protein_coding","1",64769717,64776910
"ENSMUSG00000045031.19","ENSMUSG00000045031",207175,"Cetn4","protein_coding","3",37361898,37366857
"ENSMUSG00000045083.15","ENSMUSG00000045083",242384,"Lingo2","protein_coding","4",35706647,36951747
"ENSMUSG00000045092.9","ENSMUSG00000045092",13609,"S1pr1","protein_coding","3",115504082,115508721
"ENSMUSG00000045106.13","ENSMUSG00000045106",211936,"Ccdc73","protein_coding","2",104698150,104848249
"ENSMUSG00000045174.11","ENSMUSG00000045174",211383,"Amer3","protein_coding","1",34618738,34630025
"ENSMUSG00000045205.17","ENSMUSG00000045205",381510,"Dpy19l4","protein_coding","4",11261315,11322137
"ENSMUSG00000045210.9","ENSMUSG00000045210",70675,"Vcpip1","protein_coding","1",9788847,9818607
"ENSMUSG00000045216.8","ENSMUSG00000045216",50785,"Hs6st1","protein_coding","1",36107481,36145527
"ENSMUSG00000045259.5","ENSMUSG00000045259",68874,"Klhdc9","protein_coding","1",171186014,171188366
"ENSMUSG00000045319.14","ENSMUSG00000045319",227545,"Proser2","protein_coding","2",6102418,6135022
"ENSMUSG00000045326.14","ENSMUSG00000045326",320181,"Fndc7","protein_coding","3",108760994,108797324
"ENSMUSG00000045327.8","ENSMUSG00000045327",229613,"6330549D23Rik","transcribed_processed_pseudogene","3",96513975,96537136
"ENSMUSG00000045328.12","ENSMUSG00000045328",229841,"Cenpe","protein_coding","3",134918298,134979372
"ENSMUSG00000045382.7","ENSMUSG00000045382",12767,"Cxcr4","protein_coding","1",128515936,128520030
"ENSMUSG00000045464.7","ENSMUSG00000045464",NA,"2810002D19Rik","lncRNA","2",94236496,94253110
"ENSMUSG00000045493.5","ENSMUSG00000045493",140489,"Bhlhe23","protein_coding","2",180416174,180418693
"ENSMUSG00000045503.17","ENSMUSG00000045503",66460,"Sys1","protein_coding","2",164298884,164321558
"ENSMUSG00000045515.5","ENSMUSG00000045515",18993,"Pou3f3","protein_coding","1",42734085,42742336
"ENSMUSG00000045573.10","ENSMUSG00000045573",18619,"Penk","protein_coding","4",4133531,4138819
"ENSMUSG00000045576.17","ENSMUSG00000045576",229681,"St7l","protein_coding","3",104771321,104837380
"ENSMUSG00000045624.16","ENSMUSG00000045624",66580,"Esf1","protein_coding","2",139961803,140012484
"ENSMUSG00000045648.16","ENSMUSG00000045648",320460,"Vwc2l","protein_coding","1",70764874,70924556
"ENSMUSG00000045658.17","ENSMUSG00000045658",98496,"Pid1","protein_coding","1",84014017,84341901
"ENSMUSG00000045662.18","ENSMUSG00000045662",66715,"Henmt1","protein_coding","3",108847375,108868090
"ENSMUSG00000045751.17","ENSMUSG00000045751",212377,"Mms22l","protein_coding","4",24496451,24602950
"ENSMUSG00000045822.5","ENSMUSG00000045822",67538,"Zswim3","protein_coding","2",164647018,164664050
"ENSMUSG00000045838.10","ENSMUSG00000045838",214239,"Ccdc9b","protein_coding","2",118584639,118593142
"ENSMUSG00000045854.5","ENSMUSG00000045854",108755,"Lyrm2","protein_coding","4",32800253,32801559
"ENSMUSG00000045934.16","ENSMUSG00000045934",194126,"Mtmr11","protein_coding","3",96069321,96079034
"ENSMUSG00000045954.8","ENSMUSG00000045954",20324,"Cavin2","protein_coding","1",51328285,51342119
"ENSMUSG00000045967.12","ENSMUSG00000045967",241263,"Gpr158","protein_coding","2",21372353,21835358
"ENSMUSG00000045968.8","ENSMUSG00000045968",240817,"Teddm2","protein_coding","1",153725288,153775974
"ENSMUSG00000046020.14","ENSMUSG00000046020",140484,"Pofut1","protein_coding","2",153083453,153112167
"ENSMUSG00000046062.6","ENSMUSG00000046062",108954,"Ppp1r15b","protein_coding","1",133058881,133067521
"ENSMUSG00000046085.8","ENSMUSG00000046085",70986,"4931422A03Rik","lncRNA","2",103797288,103858706
"ENSMUSG00000046101.17","ENSMUSG00000046101",240697,"Mcmdc2","protein_coding","1",9978863,10012310
"ENSMUSG00000046110.16","ENSMUSG00000046110",574418,"Serinc4","protein_coding","2",121269540,121287262
"ENSMUSG00000046219.10","ENSMUSG00000046219",NA,"C230012O17Rik","lncRNA","4",24960790,24967449
"ENSMUSG00000046229.11","ENSMUSG00000046229",19018,"Scand1","protein_coding","2",156153766,156154667
"ENSMUSG00000046280.10","ENSMUSG00000046280",214547,"She","protein_coding","3",89738677,89766141
"ENSMUSG00000046312.5","ENSMUSG00000046312",329828,"Myorg","protein_coding","4",41495604,41503076
"ENSMUSG00000046330.11","ENSMUSG00000046330",19981,"Rpl37a","protein_coding","1",72750449,72752972
"ENSMUSG00000046337.18","ENSMUSG00000046337",381337,"Fam178b","protein_coding","1",36601773,36722264
"ENSMUSG00000046338.5","ENSMUSG00000046338",215456,"Gpat2","protein_coding","2",127267119,127278012
"ENSMUSG00000046404.6","ENSMUSG00000046404",226418,"Yod1","protein_coding","1",130645064,130652095
"ENSMUSG00000046470.6","ENSMUSG00000046470",20672,"Sox18","protein_coding","2",181311629,181313433
"ENSMUSG00000046561.10","ENSMUSG00000046561",271970,"Arsj","protein_coding","3",126157333,126234024
"ENSMUSG00000046593.4","ENSMUSG00000046593",320500,"Tmem215","protein_coding","4",40472180,40477168
"ENSMUSG00000046618.8","ENSMUSG00000046618",241327,"Olfml2a","protein_coding","2",38821990,38853765
"ENSMUSG00000046667.15","ENSMUSG00000046667",72397,"Rbm12b1","protein_coding","4",12140264,12146731
"ENSMUSG00000046688.15","ENSMUSG00000046688",211550,"Tifa","protein_coding","3",127583454,127625813
"ENSMUSG00000046722.15","ENSMUSG00000046722",57912,"Cdc42se1","protein_coding","3",95136043,95143720
"ENSMUSG00000046743.7","ENSMUSG00000046743",329628,"Fat4","protein_coding","3",38941089,39066134
"ENSMUSG00000046793.9","ENSMUSG00000046793",229714,"Gpr61","protein_coding","3",108055637,108062198
"ENSMUSG00000046814.4","ENSMUSG00000046814",320415,"Gchfr","protein_coding","2",118998254,119002871
"ENSMUSG00000046818.8","ENSMUSG00000046818",73284,"Ddit4l","protein_coding","3",137327373,137334094
"ENSMUSG00000046836.14","ENSMUSG00000046836",71678,"Brox","protein_coding","1",183057916,183078813
"ENSMUSG00000046854.17","ENSMUSG00000046854",227733,"Pip5kl1","protein_coding","2",32464809,32473794
"ENSMUSG00000046856.14","ENSMUSG00000046856",241070,"Gpr1","protein_coding","1",63221850,63253702
"ENSMUSG00000046971.8","ENSMUSG00000046971",271844,"Pla2g4f","protein_coding","2",120130438,120144646
"ENSMUSG00000046994.10","ENSMUSG00000046994",212679,"Mars2","protein_coding","1",55276336,55287629
"ENSMUSG00000046999.3","ENSMUSG00000046999",68725,"1110032F04Rik","protein_coding","3",68776919,68779496
"ENSMUSG00000047021.15","ENSMUSG00000047021",241116,"Cfap65","protein_coding","1",74941230,74974758
"ENSMUSG00000047030.16","ENSMUSG00000047030",263876,"Spata2","protein_coding","2",167323053,167334807
"ENSMUSG00000047067.8","ENSMUSG00000047067",67446,"Dusp28","protein_coding","1",92834703,92836157
"ENSMUSG00000047180.9","ENSMUSG00000047180",214854,"Neurl3","protein_coding","1",36303678,36313760
"ENSMUSG00000047187.10","ENSMUSG00000047187",59021,"Rab2a","protein_coding","4",8535644,8607778
"ENSMUSG00000047213.15","ENSMUSG00000047213",229096,"Ythdf3","protein_coding","3",16237376,16271201
"ENSMUSG00000047216.9","ENSMUSG00000047216",227485,"Cdh19","protein_coding","1",110816056,110905314
"ENSMUSG00000047250.14","ENSMUSG00000047250",19224,"Ptgs1","protein_coding","2",36120438,36142284
"ENSMUSG00000047330.9","ENSMUSG00000047330",57814,"Kcne4","protein_coding","1",78794475,78797745
"ENSMUSG00000047343.5","ENSMUSG00000047343",433294,"Mettl21c","protein_coding","1",44048568,44059194
"ENSMUSG00000047361.17","ENSMUSG00000047361",381260,"Gm973","protein_coding","1",59555423,59675576
"ENSMUSG00000047363.5","ENSMUSG00000047363",78617,"Cstad","protein_coding","2",30485052,30498955
"ENSMUSG00000047369.18","ENSMUSG00000047369",240960,"Dnah14","protein_coding","1",181404124,181643339
"ENSMUSG00000047384.4","ENSMUSG00000047384",320952,"A730013G03Rik","TEC","1",192515426,192517522
"ENSMUSG00000047443.15","ENSMUSG00000047443",227358,"Erfe","protein_coding","1",91294152,91301939
"ENSMUSG00000047459.15","ENSMUSG00000047459",67068,"Dynlrb1","protein_coding","2",155078453,155092197
"ENSMUSG00000047496.7","ENSMUSG00000047496",320311,"Rnf152","protein_coding","1",105204639,105284435
"ENSMUSG00000047528.14","ENSMUSG00000047528",108812,"Flacc1","protein_coding","1",58686062,58735148
"ENSMUSG00000047539.10","ENSMUSG00000047539",67948,"Fbxo28","protein_coding","1",182140667,182169194
"ENSMUSG00000047557.3","ENSMUSG00000047557",17035,"Lxn","protein_coding","3",67365331,67371259
"ENSMUSG00000047583.10","ENSMUSG00000047583",209584,"Tyw3","protein_coding","3",154282068,154302741
"ENSMUSG00000047594.5","ENSMUSG00000047594",259033,"Or10ag57","protein_coding","2",87216193,87222274
"ENSMUSG00000047617.12","ENSMUSG00000047617",227622,"Paxx","protein_coding","2",25345153,25351106
"ENSMUSG00000047676.7","ENSMUSG00000047676",NA,"Rpsa-ps10","processed_pseudogene","3",149778295,149779179
"ENSMUSG00000047793.14","ENSMUSG00000047793",208777,"Sned1","protein_coding","1",93163563,93228787
"ENSMUSG00000047819.4","ENSMUSG00000047819",403175,"Tigd4","protein_coding","3",84500881,84504339
"ENSMUSG00000047824.14","ENSMUSG00000047824",68911,"Pygo2","protein_coding","3",89337521,89342435
"ENSMUSG00000047841.9","ENSMUSG00000047841",332713,"Fndc11","protein_coding","2",180861806,180864647
"ENSMUSG00000047907.12","ENSMUSG00000047907",228911,"Tshz2","protein_coding","2",169474933,169913736
"ENSMUSG00000047909.12","ENSMUSG00000047909",320816,"Ankrd16","protein_coding","2",11782687,11795140
"ENSMUSG00000047940.14","ENSMUSG00000047940",381476,"Stpg2","protein_coding","3",138911455,139416060
"ENSMUSG00000047959.5","ENSMUSG00000047959",16491,"Kcna3","protein_coding","3",106943485,106945386
"ENSMUSG00000047965.10","ENSMUSG00000047965",NA,"Rpl9-ps7","processed_pseudogene","2",70289326,70289904
"ENSMUSG00000048000.16","ENSMUSG00000048000",227331,"Gigyf2","protein_coding","1",87254720,87378518
"ENSMUSG00000048031.16","ENSMUSG00000048031",329693,"Fcrl5","protein_coding","3",87343080,87407985
"ENSMUSG00000048038.9","ENSMUSG00000048038",329366,"Ccdc187","protein_coding","2",26133481,26184569
"ENSMUSG00000048039.9","ENSMUSG00000048039",229504,"Isg20l2","protein_coding","3",87837621,87847993
"ENSMUSG00000048058.18","ENSMUSG00000048058",241576,"Ldlrad3","protein_coding","2",101780548,102016730
"ENSMUSG00000048096.8","ENSMUSG00000048096",93689,"Lmod1","protein_coding","1",135252545,135295803
"ENSMUSG00000048100.14","ENSMUSG00000048100",99730,"Taf13","protein_coding","3",108479014,108490538
"ENSMUSG00000048109.11","ENSMUSG00000048109",229700,"Rbm15","protein_coding","3",107232737,107240989
"ENSMUSG00000048126.17","ENSMUSG00000048126",12835,"Col6a3","protein_coding","1",90693645,90771693
"ENSMUSG00000048174.3","ENSMUSG00000048174",74626,"Tmem81","protein_coding","1",132433968,132436377
"ENSMUSG00000048186.15","ENSMUSG00000048186",209645,"Bend7","protein_coding","2",4722642,4806953
"ENSMUSG00000048222.4","ENSMUSG00000048222",100034361,"Mfap1b","protein_coding","2",121290716,121304548
"ENSMUSG00000048234.14","ENSMUSG00000048234",67702,"Rnf149","protein_coding","1",39590377,39616486
"ENSMUSG00000048304.9","ENSMUSG00000048304",386750,"Slitrk3","protein_coding","3",72954598,72965136
"ENSMUSG00000048316.4","ENSMUSG00000048316",NA,"Gm9823","pseudogene","2",29628347,29628677
"ENSMUSG00000048327.7","ENSMUSG00000048327",70466,"Ckap2l","protein_coding","2",129110130,129139132
"ENSMUSG00000048332.14","ENSMUSG00000048332",108927,"Lhfp","protein_coding","3",52948949,53169100
"ENSMUSG00000048388.4","ENSMUSG00000048388",241520,"Fam171b","protein_coding","2",83642980,83713830
"ENSMUSG00000048402.15","ENSMUSG00000048402",14633,"Gli2","protein_coding","1",118761862,118981349
"ENSMUSG00000048416.16","ENSMUSG00000048416",17349,"Mlf1","protein_coding","3",67281430,67307336
"ENSMUSG00000048458.9","ENSMUSG00000048458",109050,"Inka2","protein_coding","3",105611915,105628158
"ENSMUSG00000048482.15","ENSMUSG00000048482",12064,"Bdnf","protein_coding","2",109505045,109557352
"ENSMUSG00000048486.7","ENSMUSG00000048486",228859,"Fitm2","protein_coding","2",163308299,163314549
"ENSMUSG00000048495.17","ENSMUSG00000048495",68736,"Tyw5","protein_coding","1",57427396,57446260
"ENSMUSG00000048540.9","ENSMUSG00000048540",18072,"Nhlh2","protein_coding","3",101917392,101922808
"ENSMUSG00000048550.18","ENSMUSG00000048550",208967,"Thnsl1","protein_coding","2",21210535,21219820
"ENSMUSG00000048581.13","ENSMUSG00000048581",329659,"E130311K13Rik","protein_coding","3",63822105,63836893
"ENSMUSG00000048647.10","ENSMUSG00000048647",241624,"Exd1","protein_coding","2",119346986,119378108
"ENSMUSG00000048652.13","ENSMUSG00000048652",75015,"Samd13","protein_coding","3",146350950,146391347
"ENSMUSG00000048655.18","ENSMUSG00000048655",320604,"Ccdc169","protein_coding","3",55044760,55080356
"ENSMUSG00000048707.10","ENSMUSG00000048707",97031,"Tprn","protein_coding","2",25152630,25159897
"ENSMUSG00000048796.8","ENSMUSG00000048796",72023,"Cyb561d1","protein_coding","3",108103003,108108528
"ENSMUSG00000048814.12","ENSMUSG00000048814",381338,"Lonrf2","protein_coding","1",38832726,38875792
"ENSMUSG00000048865.17","ENSMUSG00000048865",226652,"Arhgap30","protein_coding","1",171216522,171237866
"ENSMUSG00000048874.16","ENSMUSG00000048874",213109,"Phf3","protein_coding","1",30841420,30913002
"ENSMUSG00000048911.16","ENSMUSG00000048911",51902,"Rnf24","protein_coding","2",131139984,131194812
"ENSMUSG00000048916.8","ENSMUSG00000048916",NA,"Gm5540","processed_pseudogene","3",65300758,65302605
"ENSMUSG00000048938.13","ENSMUSG00000048938",381463,"Nr1h5","protein_coding","3",102846974,102871449
"ENSMUSG00000048960.14","ENSMUSG00000048960",109294,"Prex2","protein_coding","1",11063689,11373905
"ENSMUSG00000048997.18","ENSMUSG00000048997",72522,"Atxn7l2","protein_coding","3",108109538,108118250
"ENSMUSG00000049044.17","ENSMUSG00000049044",56508,"Rapgef4","protein_coding","2",71811584,72087818
"ENSMUSG00000049086.9","ENSMUSG00000049086",107771,"Bmyc","protein_coding","2",25596751,25597733
"ENSMUSG00000049097.10","ENSMUSG00000049097",545554,"Ankrd34a","protein_coding","3",96503952,96507091
"ENSMUSG00000049100.16","ENSMUSG00000049100",18526,"Pcdh10","protein_coding","3",45332833,45390058
"ENSMUSG00000049119.15","ENSMUSG00000049119",242297,"Fam110b","protein_coding","4",5644090,6108223
"ENSMUSG00000049225.15","ENSMUSG00000049225",381511,"Pdp1","protein_coding","4",11958184,11966452
"ENSMUSG00000049230.9","ENSMUSG00000049230",NA,"Myef2l","protein_coding","3",10153170,10157625
"ENSMUSG00000049231.7","ENSMUSG00000049231",NA,"Gm12497","processed_pseudogene","3",107886948,107887184
"ENSMUSG00000049252.18","ENSMUSG00000049252",94217,"Lrp1b","protein_coding","2",40485258,42543636
"ENSMUSG00000049288.5","ENSMUSG00000049288",280411,"Lix1l","protein_coding","3",96508465,96533487
"ENSMUSG00000049300.12","ENSMUSG00000049300",99890,"Prmt6","protein_coding","3",110153425,110158314
"ENSMUSG00000049339.17","ENSMUSG00000049339",227298,"Retreg2","protein_coding","1",75119422,75124557
"ENSMUSG00000049349.4","ENSMUSG00000049349",329763,"Gm5105","lncRNA","3",137754522,137773149
"ENSMUSG00000049353.18","ENSMUSG00000049353",74023,"Rd3","protein_coding","1",191709331,191720244
"ENSMUSG00000049401.11","ENSMUSG00000049401",72075,"Ogfr","protein_coding","2",180231038,180237629
"ENSMUSG00000049404.8","ENSMUSG00000049404",109222,"Rarres1","protein_coding","3",67386305,67422856
"ENSMUSG00000049439.14","ENSMUSG00000049439",77951,"Cyp20a1","protein_coding","1",60382482,60427219
"ENSMUSG00000049488.15","ENSMUSG00000049488",329795,"Tmem67","protein_coding","4",12039355,12090020
"ENSMUSG00000049504.13","ENSMUSG00000049504",212127,"Proser1","protein_coding","3",53371087,53389176
"ENSMUSG00000049515.13","ENSMUSG00000049515",227357,"Espnl","protein_coding","1",91249797,91276028
"ENSMUSG00000049565.17","ENSMUSG00000049565",329738,"Aknad1","protein_coding","3",108646974,108689625
"ENSMUSG00000049598.10","ENSMUSG00000049598",240916,"Vsig8","protein_coding","1",172383505,172391284
"ENSMUSG00000049608.10","ENSMUSG00000049608",227326,"Gpr55","protein_coding","1",85866039,85888729
"ENSMUSG00000049630.7","ENSMUSG00000049630",227580,"C1ql3","protein_coding","2",13008268,13016617
"ENSMUSG00000049690.16","ENSMUSG00000049690",210356,"Nckap5","protein_coding","1",125841357,126758536
"ENSMUSG00000049744.16","ENSMUSG00000049744",76117,"Arhgap15","protein_coding","2",43638836,44285965
"ENSMUSG00000049796.5","ENSMUSG00000049796",12918,"Crh","protein_coding","3",19747565,19749560
"ENSMUSG00000049866.13","ENSMUSG00000049866",320982,"Arl4c","protein_coding","1",88600847,88629943
"ENSMUSG00000049881.15","ENSMUSG00000049881",69953,"2810025M15Rik","transcribed_processed_pseudogene","1",157239922,157247814
"ENSMUSG00000049897.15","ENSMUSG00000049897",279029,"Stkld1","protein_coding","2",26824059,26843508
"ENSMUSG00000049922.9","ENSMUSG00000049922",228368,"Slc35c1","protein_coding","2",92283109,92290883
"ENSMUSG00000049940.8","ENSMUSG00000049940",70804,"Pgrmc2","protein_coding","3",41020761,41037481
"ENSMUSG00000049950.7","ENSMUSG00000049950",227522,"Rpp38","protein_coding","2",3329986,3333680
"ENSMUSG00000049969.4","ENSMUSG00000049969",71801,"Plekhf2","protein_coding","4",10988662,11007927
"ENSMUSG00000049999.5","ENSMUSG00000049999",228966,"Ppp1r3d","protein_coding","2",178052999,178056265
"ENSMUSG00000050043.17","ENSMUSG00000050043",66958,"Tmx2","protein_coding","2",84501660,84509484
"ENSMUSG00000050064.15","ENSMUSG00000050064",242109,"Zfp697","protein_coding","3",98289777,98661128
"ENSMUSG00000050069.4","ENSMUSG00000050069",23893,"Grem2","protein_coding","1",174661351,174749385
"ENSMUSG00000050122.20","ENSMUSG00000050122",70853,"Vwa3b","protein_coding","1",37065677,37226694
"ENSMUSG00000050144.14","ENSMUSG00000050144",229517,"Slc25a44","protein_coding","3",88317805,88332446
"ENSMUSG00000050150.17","ENSMUSG00000050150",74446,"Slc9b1","protein_coding","3",135053790,135103588
"ENSMUSG00000050174.16","ENSMUSG00000050174",229228,"Nudt6","protein_coding","3",37459059,37474360
"ENSMUSG00000050192.9","ENSMUSG00000050192",208691,"Eif5a2","protein_coding","3",28835425,28852995
"ENSMUSG00000050199.14","ENSMUSG00000050199",107515,"Lgr4","protein_coding","2",109747992,109844602
"ENSMUSG00000050211.15","ENSMUSG00000050211",329502,"Pla2g4e","protein_coding","2",119996893,120075816
"ENSMUSG00000050229.4","ENSMUSG00000050229",67556,"Pigm","protein_coding","1",172204113,172211666
"ENSMUSG00000050296.15","ENSMUSG00000050296",74591,"Abca12","protein_coding","1",71281435,71454069
"ENSMUSG00000050315.15","ENSMUSG00000050315",118449,"Synpo2","protein_coding","3",122870168,123029798
"ENSMUSG00000050323.15","ENSMUSG00000050323",76947,"Ndufaf6","protein_coding","4",11051045,11076205
"ENSMUSG00000050359.8","ENSMUSG00000050359",20753,"Sprr1a","protein_coding","3",92391259,92393202
"ENSMUSG00000050373.14","ENSMUSG00000050373",101113,"Snx21","protein_coding","2",164627743,164635736
"ENSMUSG00000050447.16","ENSMUSG00000050447",320343,"Lypd6","protein_coding","2",49956441,50083581
"ENSMUSG00000050530.15","ENSMUSG00000050530",269233,"Fam171a1","protein_coding","2",3115261,3228843
"ENSMUSG00000050534.9","ENSMUSG00000050534",15564,"Htr5b","protein_coding","1",121437571,121456194
"ENSMUSG00000050549.9","ENSMUSG00000050549",70617,"Fam241a","protein_coding","3",127662707,127689973
"ENSMUSG00000050550.8","ENSMUSG00000050550",NA,"Gm11868","processed_pseudogene","4",18844202,18845679
"ENSMUSG00000050556.10","ENSMUSG00000050556",16500,"Kcnb1","protein_coding","2",166937889,167032075
"ENSMUSG00000050558.14","ENSMUSG00000050558",246313,"Prokr2","protein_coding","2",132179653,132227367
"ENSMUSG00000050565.17","ENSMUSG00000050565",240832,"Tor1aip2","protein_coding","1",155911149,155944607
"ENSMUSG00000050577.10","ENSMUSG00000050577",NA,"Or8u3-ps","protein_coding","2",85950567,85956700
"ENSMUSG00000050587.15","ENSMUSG00000050587",241568,"Lrrc4c","protein_coding","2",96148514,97462011
"ENSMUSG00000050592.9","ENSMUSG00000050592",241303,"Fam78a","protein_coding","2",31940067,31974869
"ENSMUSG00000050600.6","ENSMUSG00000050600",100043757,"Zfp831","protein_coding","2",174485327,174552625
"ENSMUSG00000050619.15","ENSMUSG00000050619",99334,"Zscan29","protein_coding","2",120988754,121001606
"ENSMUSG00000050625.5","ENSMUSG00000050625",403180,"Ccdc121rt1","protein_coding","1",181337198,181339016
"ENSMUSG00000050635.2","ENSMUSG00000050635",20760,"Sprr2f","protein_coding","3",92272494,92273749
"ENSMUSG00000050700.12","ENSMUSG00000050700",280635,"Emilin3","protein_coding","2",160748357,160754248
"ENSMUSG00000050711.8","ENSMUSG00000050711",20254,"Scg2","protein_coding","1",79412386,79417837
"ENSMUSG00000050714.10","ENSMUSG00000050714",320633,"Zbtb26","protein_coding","2",37322180,37333147
"ENSMUSG00000050737.14","ENSMUSG00000050737",64292,"Ptges","protein_coding","2",30779483,30819875
"ENSMUSG00000050777.8","ENSMUSG00000050777",170706,"Tmem37","protein_coding","1",119995107,120001804
"ENSMUSG00000050808.14","ENSMUSG00000050808",269328,"Muc15","protein_coding","2",110551685,110569872
"ENSMUSG00000050840.9","ENSMUSG00000050840",23836,"Cdh20","protein_coding","1",104696254,104923206
"ENSMUSG00000050896.13","ENSMUSG00000050896",269295,"Rtn4rl2","protein_coding","2",84702268,84717054
"ENSMUSG00000050931.8","ENSMUSG00000050931",74442,"Sgms2","protein_coding","3",131112634,131197172
"ENSMUSG00000050936.6","ENSMUSG00000050936",NA,"Gm42743","lncRNA","3",96177037,96186317
"ENSMUSG00000050947.10","ENSMUSG00000050947",229715,"Amigo1","protein_coding","3",108093651,108099602
"ENSMUSG00000050967.6","ENSMUSG00000050967",263764,"Creg2","protein_coding","1",39657574,39690642
"ENSMUSG00000051000.18","ENSMUSG00000051000",229488,"Fhip1a","protein_coding","3",85567368,85724598
"ENSMUSG00000051079.9","ENSMUSG00000051079",246709,"Rgs13","protein_coding","1",144014392,144053110
"ENSMUSG00000051136.2","ENSMUSG00000051136",208188,"Ghsr","protein_coding","3",27425500,27432159
"ENSMUSG00000051149.16","ENSMUSG00000051149",11538,"Adnp","protein_coding","2",168022906,168049032
"ENSMUSG00000051154.12","ENSMUSG00000051154",12238,"Commd3","protein_coding","2",18677195,18681042
"ENSMUSG00000051177.17","ENSMUSG00000051177",18795,"Plcb1","protein_coding","2",134627987,135317178
"ENSMUSG00000051185.10","ENSMUSG00000051185",67698,"Fam174a","protein_coding","1",95241348,95263009
"ENSMUSG00000051223.15","ENSMUSG00000051223",66882,"Bzw1","protein_coding","1",58432057,58446512
