"ensembl_gene_id","entrezgene_id","mgi_symbol","gene_biotype","chromosome_name","start_position","end_position","p.overall","q.overall","post.hoc.A.By.p","post.hoc.peak.By.p","post.hoc.M.By.p","post.hoc.A.By.q","post.hoc.peak.By.q","post.hoc.M.By.q","A1","A2","delta.A","p.delta.A","q.delta.A","peak1","peak2","delta.peak","p.delta.peak","q.delta.peak","M1","M2","delta.M","p.delta.M","q.delta.M","P"
"ENSMUSG00000034853",329910,"Acot11","protein_coding","4",106601752,106662195,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.212,0.188,-0.023,0.59,0.999,19.802,14.861,-4.941,0,0,11.807,11.77,-0.037,0.227,0.531,24
"ENSMUSG00000061887",72475,"Ssbp3","protein_coding","4",106767898,106906891,0.082,0.107,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.036,0.03,-0.006,0.71,0.999,20.752,15.703,-5.049,0.009,0.018,12.829,12.824,-0.005,0.65,0.852,24
"ENSMUSG00000028621",230582,"Cyb5rl","protein_coding","4",106924185,106945465,0.436,0.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.068,0.06,-0.008,0.758,0.999,7.555,5.372,-2.183,0.175,0.195,8.59,8.605,0.015,0.408,0.699,24
"ENSMUSG00000008932",242607,"Slc1a7","protein_coding","4",107825529,107870729,0.003,0.009,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.129,0.129,-0.001,0.987,0.999,8.464,3.664,-4.8,0,0.002,6.31,6.307,-0.003,0.917,0.971,24
"ENSMUSG00000028582",319965,"Cc2d1b","protein_coding","4",108477137,108491320,0.07,0.094,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.076,0.073,-0.003,0.912,0.999,5.566,1.457,-4.109,0.009,0.017,10.447,10.443,-0.004,0.848,0.945,24
"ENSMUSG00000028568",70533,"Btf3l4","protein_coding","4",108671492,108690811,0.001,0.004,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.072,0.052,-0.02,0.369,0.999,11.115,4.778,-6.337,0.001,0.005,10.212,10.215,0.003,0.867,0.953,24
"ENSMUSG00000028552",13858,"Eps15","protein_coding","4",109137465,109245014,0.001,0.004,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.087,0.059,-0.027,0.275,0.981,16.017,10.173,-5.844,0.006,0.013,12.61,12.612,0.002,0.895,0.965,24
"ENSMUSG00000028555",230603,"Ttc39a","protein_coding","4",109263820,109301942,0.046,0.067,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,0.084,-0.016,0.669,0.999,6.238,2.771,-3.467,0.037,0.05,8.552,8.6,0.048,0.071,0.308,24
"ENSMUSG00000034401",67946,"Spata6","protein_coding","4",111577181,111686381,0.074,0.098,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.08,0.078,-0.002,0.953,0.999,3.387,0.222,-3.164,0.064,0.079,8.452,8.409,-0.043,0.077,0.319,24
"ENSMUSG00000047155",81906,"Cyp4x1","protein_coding","4",114963520,114991478,0,0.002,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.091,0.103,0.012,0.675,0.999,1.732,20.634,18.901,0,0.001,9.881,9.874,-0.007,0.727,0.893,24
"ENSMUSG00000028708",17346,"Mknk1","protein_coding","4",115696395,115736447,0.001,0.003,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.148,0.118,-0.031,0.351,0.995,7.587,3.492,-4.095,0,0.001,9.527,9.539,0.012,0.6,0.826,24
"ENSMUSG00000034171",14073,"Faah","protein_coding","4",115824342,115875123,0.004,0.011,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.065,0.081,0.016,0.489,0.999,5.305,0.478,-4.827,0.001,0.003,10.572,10.585,0.012,0.452,0.729,24
"ENSMUSG00000003810",17776,"Mast2","protein_coding","4",116163959,116321471,0.175,0.203,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.073,0.06,-0.013,0.591,0.999,20.347,17.279,-3.068,0.036,0.049,12.796,12.789,-0.007,0.69,0.872,24
"ENSMUSG00000028690",67096,"Mmachc","protein_coding","4",116559476,116565603,0.002,0.006,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.091,0.069,-0.021,0.355,0.995,20.653,17.52,-3.133,0.008,0.016,9.371,9.327,-0.044,0.009,0.139,24
"ENSMUSG00000028683",108067,"Eif2b3","protein_coding","4",116876599,116944503,0.062,0.085,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.093,0.058,-0.035,0.124,0.901,6.855,4.586,-2.269,0.091,0.109,9.589,9.613,0.023,0.155,0.446,24
"ENSMUSG00000028680",12795,"Plk3","protein_coding","4",116985852,116991160,0.007,0.016,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.079,0.066,-0.012,0.634,0.999,7.368,2.131,-5.237,0.001,0.006,9.427,9.417,-0.01,0.584,0.816,24
"ENSMUSG00000028538",20441,"St3gal3","protein_coding","4",117789351,117992111,0.234,0.263,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.04,0.042,0.001,0.947,0.999,17.488,14.844,-2.645,0.165,0.184,10.952,10.974,0.022,0.108,0.381,24
"ENSMUSG00000006395",NA,"Hyi","protein_coding","4",118217187,118219941,0.111,0.139,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.074,0.11,0.036,0.323,0.995,11.575,8.183,-3.392,0.048,0.062,8.279,8.288,0.009,0.732,0.896,24
"ENSMUSG00000028730",68625,"Cfap57","protein_coding","4",118411748,118477974,0.025,0.041,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.115,0.106,-0.009,0.849,0.999,2.574,21.352,18.778,0.007,0.015,8.148,8.129,-0.019,0.574,0.81,24
"ENSMUSG00000028729",69072,"Ebna1bp2","protein_coding","4",118477996,118484973,0.001,0.004,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.083,0.063,-0.02,0.292,0.981,18.455,14.456,-3.999,0,0.003,11.097,11.12,0.023,0.089,0.345,24
"ENSMUSG00000024903",100470,"Lao1","protein_coding","4",118818775,118826109,0.287,0.316,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.09,0.074,-0.017,0.588,0.999,14.587,12.113,-2.473,0.097,0.115,5.765,5.746,-0.019,0.397,0.693,24
"ENSMUSG00000028645",20525,"Slc2a1","protein_coding","4",118965908,118995180,0.053,0.074,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.102,0.074,-0.028,0.383,0.999,14.502,12.068,-2.434,0.09,0.108,12.753,12.706,-0.048,0.037,0.242,24
"ENSMUSG00000078584",230696,"AU022252","protein_coding","4",119060767,119089909,0.088,0.114,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.051,0.038,-0.013,0.465,0.999,16.88,13.039,-3.841,0.035,0.049,10.493,10.504,0.011,0.379,0.673,24
"ENSMUSG00000070806",332934,"Zmynd12","protein_coding","4",119280011,119324641,0.035,0.054,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.096,0.107,0.011,0.766,0.999,6.073,1.563,-4.51,0.008,0.016,6.716,6.72,0.005,0.867,0.953,24
"ENSMUSG00000052135",329934,"Foxo6","protein_coding","4",120124276,120144546,0.02,0.034,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.073,0.082,0.009,0.758,0.999,2.642,21.767,19.124,0.002,0.007,9.491,9.506,0.014,0.494,0.761,24
"ENSMUSG00000070803",56222,"Cited4","protein_coding","4",120523769,120525017,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.126,0.111,-0.014,0.672,0.999,2.128,20.876,18.749,0,0.001,8.217,8.265,0.048,0.049,0.275,24
"ENSMUSG00000028656",12331,"Cap1","protein_coding","4",122752840,122779849,0.001,0.004,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.04,0.023,-0.017,0.095,0.877,22.026,17.413,-4.613,0.003,0.009,12.962,12.943,-0.018,0.013,0.155,24
"ENSMUSG00000028655",76574,"Mfsd2a","protein_coding","4",122840643,122854981,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.357,0.357,-0.001,0.991,0.999,17.164,13.764,-3.4,0,0,10.917,10.918,0.001,0.977,0.992,24
"ENSMUSG00000028654",16918,"Mycl","protein_coding","4",122889445,122896278,0.103,0.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.108,0.087,-0.021,0.438,0.999,12.919,10.36,-2.56,0.023,0.035,10.269,10.263,-0.006,0.746,0.903,24
"ENSMUSG00000023075",68050,"Akirin1","protein_coding","4",123628352,123644138,0.01,0.021,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.051,0.047,-0.003,0.886,0.999,18.545,11.3,-7.245,0.005,0.013,11.503,11.494,-0.009,0.566,0.804,24
"ENSMUSG00000028869",230737,"Gnl2","protein_coding","4",124910378,124949173,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.119,0.039,-0.08,0,0.075,8.088,2.598,-5.489,0.007,0.015,10.604,10.632,0.028,0.065,0.292,24
"ENSMUSG00000028863",70088,"Meaf6","protein_coding","4",124978927,125007031,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.068,0.04,-0.027,0.147,0.901,8.25,1.572,-6.678,0.004,0.011,12.441,12.466,0.024,0.068,0.299,24
"ENSMUSG00000028861",66407,"Mrps15","protein_coding","4",125940718,125949325,0,0.001,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.087,0.057,-0.029,0.252,0.981,9.154,4.285,-4.869,0.007,0.015,10.13,10.192,0.061,0.001,0.111,24
"ENSMUSG00000042608",74178,"Stk40","protein_coding","4",125997750,126034822,0.008,0.017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.051,0.044,-0.007,0.723,0.999,14.188,9.471,-4.717,0.01,0.02,10.412,10.443,0.031,0.034,0.234,24
"ENSMUSG00000050212",230752,"Eva1b","protein_coding","4",126041537,126043668,0.384,0.409,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.12,0.088,-0.032,0.396,0.999,7.214,5.331,-1.883,0.196,0.216,7.934,7.912,-0.022,0.411,0.7,24
"ENSMUSG00000042500",76850,"Ago4","protein_coding","4",126383334,126427265,0.006,0.013,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.089,0.071,-0.018,0.561,0.999,19.424,14.738,-4.686,0.006,0.014,9.406,9.364,-0.041,0.056,0.281,24
"ENSMUSG00000028837",26445,"Psmb2","protein_coding","4",126571423,126603507,0.002,0.007,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.053,0.051,-0.003,0.868,0.999,9.539,5.495,-4.044,0.004,0.01,10.85,10.881,0.031,0.014,0.163,24
"ENSMUSG00000028820",71514,"Sfpq","protein_coding","4",126915117,126930806,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.239,0.198,-0.041,0.356,0.995,17.321,13.695,-3.626,0,0,12.717,12.687,-0.03,0.341,0.639,24
"ENSMUSG00000040859",100383,"Bsdc1","protein_coding","4",129355374,129382291,0.021,0.036,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.069,0.04,-0.029,0.186,0.956,8.829,5.163,-3.666,0.02,0.031,11.48,11.506,0.027,0.084,0.332,24
"ENSMUSG00000003731",16650,"Kpna6","protein_coding","4",129537773,129566560,0.923,0.926,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.039,0.046,0.007,0.735,0.999,17.88,16.772,-1.109,0.566,0.58,12.328,12.332,0.004,0.798,0.924,24
"ENSMUSG00000028790",20218,"Khdrbs1","protein_coding","4",129596957,129636096,0.014,0.026,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.048,0.051,0.002,0.885,0.999,8.054,4.08,-3.973,0.003,0.008,12.502,12.483,-0.019,0.085,0.335,24
"ENSMUSG00000040690",107581,"Col16a1","protein_coding","4",129941633,129993076,0.011,0.022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.141,0.104,-0.036,0.502,0.999,10.609,6.042,-4.567,0.014,0.024,9.859,9.771,-0.088,0.024,0.203,24
"ENSMUSG00000028911",57317,"Srsf4","protein_coding","4",131600928,131629017,0.097,0.124,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.042,0.062,0.019,0.297,0.982,17.585,14.065,-3.52,0.019,0.03,11.871,11.872,0.002,0.897,0.966,24
"ENSMUSG00000070720",623230,"Tmem200b","protein_coding","4",131648511,131650451,0.037,0.056,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.09,0.105,0.015,0.693,0.999,14.559,11.316,-3.242,0.044,0.058,7.537,7.48,-0.058,0.038,0.242,24
"ENSMUSG00000028899",66464,"Taf12","protein_coding","4",132001686,132023077,0.212,0.242,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.055,0.057,0.002,0.946,0.999,16.821,13.342,-3.479,0.032,0.045,9.221,9.222,0,0.976,0.992,24
"ENSMUSG00000028898",71787,"Trnau1ap","protein_coding","4",132039074,132056849,0.118,0.146,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.102,0.082,-0.02,0.585,0.999,7.404,3.998,-3.405,0.041,0.055,9.183,9.208,0.025,0.331,0.627,24
"ENSMUSG00000054405",68598,"Dnajc8","protein_coding","4",132262861,132281053,0.039,0.059,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.061,0.048,-0.013,0.511,0.999,9.38,5.389,-3.991,0.008,0.016,11.693,11.704,0.011,0.433,0.715,24
"ENSMUSG00000028878",230789,"Fam76a","protein_coding","4",132626524,132649869,0.004,0.011,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.085,0.047,-0.037,0.054,0.79,9.47,5.31,-4.161,0.01,0.019,11.342,11.341,-0.001,0.962,0.99,24
"ENSMUSG00000028874",14191,"Fgr","protein_coding","4",132701406,132729221,0.863,0.869,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.085,0.063,-0.022,0.509,0.999,1.89,1.127,-0.763,0.667,0.677,6.427,6.422,-0.005,0.83,0.939,24
"ENSMUSG00000037692",230793,"Ahdc1","protein_coding","4",132738571,132805421,0.05,0.072,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.064,0.079,0.015,0.647,0.999,22.176,17.208,-4.968,0.012,0.022,12.687,12.664,-0.023,0.347,0.644,24
"ENSMUSG00000028862",53608,"Map3k6","protein_coding","4",132968129,132980240,0.15,0.179,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.198,0.114,-0.084,0.081,0.861,13.781,12.335,-1.446,0.279,0.298,7.304,7.273,-0.031,0.363,0.658,24
"ENSMUSG00000028860",269589,"Sytl1","protein_coding","4",132980401,132990424,0.124,0.152,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.092,0.097,0.005,0.918,0.999,6.665,2.141,-4.523,0.024,0.036,6.859,6.834,-0.025,0.436,0.717,24
"ENSMUSG00000037622",230796,"Wdtc1","protein_coding","4",133019770,133080792,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.082,0.059,-0.023,0.282,0.981,21.271,15.672,-5.598,0,0.001,12.329,12.305,-0.024,0.118,0.4,24
"ENSMUSG00000043257",230801,"Pigv","protein_coding","4",133387698,133399958,0.001,0.004,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.064,0.038,-0.027,0.141,0.901,21.046,14.699,-6.347,0.003,0.009,9.757,9.757,0,0.986,0.994,24
"ENSMUSG00000003644",20111,"Rps6ka1","protein_coding","4",133574601,133615108,0.004,0.011,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.09,0.077,-0.013,0.638,0.999,4.78,0.063,-4.718,0,0.003,9.986,9.974,-0.012,0.51,0.769,24
"ENSMUSG00000003038",15331,"Hmgn2","protein_coding","4",133692049,133695961,0.843,0.852,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.069,0.065,-0.004,0.894,0.999,5.765,4.492,-1.273,0.453,0.471,10.134,10.144,0.01,0.639,0.845,24
"ENSMUSG00000046671",76824,"Mtfr1l","protein_coding","4",134252861,134262698,0.417,0.442,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.042,0.045,0.003,0.895,0.999,11.064,8.119,-2.945,0.084,0.102,11.444,11.443,-0.001,0.936,0.979,24
"ENSMUSG00000059713",53902,"Rcan3","protein_coding","4",135139619,135161164,0.02,0.034,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.047,0.037,-0.01,0.533,0.999,20.823,15.489,-5.334,0.002,0.006,12.395,12.391,-0.004,0.744,0.903,24
"ENSMUSG00000028801",78806,"Stpg1","protein_coding","4",135222101,135265114,0.003,0.008,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.134,0.127,-0.007,0.881,0.999,5.308,0.034,-5.274,0,0.002,6.741,6.746,0.006,0.855,0.947,24
"ENSMUSG00000028676",14105,"Srsf10","protein_coding","4",135583058,135597219,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.232,0.185,-0.048,0.262,0.981,17.137,12.593,-4.544,0,0,11.041,10.995,-0.046,0.122,0.401,24
"ENSMUSG00000028675",52830,"Pnrc2","protein_coding","4",135598229,135601161,0.023,0.038,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.07,0.067,-0.003,0.912,0.999,16.833,11.281,-5.553,0.003,0.009,10.798,10.809,0.011,0.59,0.819,24
"ENSMUSG00000028671",74246,"Gale","protein_coding","4",135691038,135695489,0.001,0.003,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.096,0.102,0.006,0.869,0.999,8.242,3.27,-4.972,0.003,0.009,8.509,8.575,0.067,0.013,0.159,24
"ENSMUSG00000001089",269593,"Luzp1","protein_coding","4",136197072,136282091,0.749,0.761,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.098,0.085,-0.013,0.717,0.999,17.378,15.76,-1.618,0.305,0.324,11.536,11.536,0.001,0.984,0.994,24
"ENSMUSG00000028661",13842,"Epha8","protein_coding","4",136656730,136684127,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.184,0.091,-0.094,0.054,0.79,8.442,1.198,-7.244,0.003,0.009,8.323,8.333,0.01,0.763,0.907,24
"ENSMUSG00000060862",230848,"Zbtb40","protein_coding","4",136707043,136776112,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.259,0.244,-0.015,0.772,0.999,17.764,13.518,-4.247,0,0,9.903,9.886,-0.016,0.648,0.852,24
"ENSMUSG00000036856",22417,"Wnt4","protein_coding","4",137004800,137027037,0.003,0.008,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.139,0.085,-0.054,0.3,0.984,7.515,2.542,-4.973,0.02,0.031,10.703,10.606,-0.097,0.009,0.139,24
"ENSMUSG00000041351",110351,"Rap1gap","protein_coding","4",137392037,137457172,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.118,0.111,-0.007,0.833,0.999,4.235,22.652,18.417,0,0,12.973,13.031,0.058,0.009,0.139,24
"ENSMUSG00000057530",230857,"Ece1","protein_coding","4",137589548,137692540,0.019,0.033,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,0.045,-0.055,0.026,0.633,4.07,0.88,-3.19,0.075,0.092,12.394,12.402,0.008,0.636,0.845,24
"ENSMUSG00000041025",212632,"Iffo2","protein_coding","4",139257859,139347693,0.184,0.213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.06,0.073,0.013,0.591,0.999,0.302,21.712,21.411,0.062,0.078,10.116,10.138,0.022,0.202,0.511,24
"ENSMUSG00000078234",242721,"Klhdc7a","protein_coding","4",139687531,139695337,0.033,0.052,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.098,0.071,-0.026,0.464,0.999,20.294,16.253,-4.041,0.037,0.05,11.03,10.987,-0.043,0.095,0.357,24
"ENSMUSG00000040964",72754,"Arhgef10l","protein_coding","4",140241796,140393323,0.01,0.021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.07,0.046,-0.024,0.239,0.981,6.636,3.353,-3.283,0.023,0.034,11.637,11.67,0.033,0.023,0.2,24
"ENSMUSG00000040945",108911,"Rcc2","protein_coding","4",140427852,140450531,0,0.002,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.048,0.043,-0.005,0.756,0.999,2.644,20.297,17.653,0,0.002,12.159,12.146,-0.012,0.266,0.569,24
"ENSMUSG00000040860",230872,"Crocc","protein_coding","4",140743948,140787861,0.001,0.003,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.177,0.207,0.03,0.561,0.999,3.638,23.218,19.58,0,0.001,11.671,11.723,0.052,0.159,0.452,24
"ENSMUSG00000028919",213649,"Arhgef19","protein_coding","4",140966810,140984875,0.001,0.003,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.177,0.096,-0.082,0.052,0.79,22.056,17.148,-4.908,0.002,0.006,10.527,10.507,-0.02,0.504,0.767,24
"ENSMUSG00000040616",214359,"Tmem51","protein_coding","4",141758303,141811615,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.317,0.112,-0.205,0,0.056,0.932,21.724,20.792,0.017,0.028,9.3,9.28,-0.019,0.582,0.815,24
"ENSMUSG00000070583",14349,"Fv1","protein_coding","4",147953436,147954815,0.447,0.471,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.079,0.08,0.001,0.982,0.999,19.118,17.515,-1.603,0.281,0.299,8.154,8.129,-0.025,0.25,0.56,24
"ENSMUSG00000019055",18822,"Plod1","protein_coding","4",147994210,148021224,0,0.002,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.105,0.079,-0.026,0.542,0.999,20.32,14.649,-5.671,0.004,0.011,11.238,11.147,-0.091,0.003,0.111,24
"ENSMUSG00000041616",230899,"Nppa","protein_coding","4",148085179,148086536,0.039,0.058,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.101,0.101,0,0.991,0.999,3.059,22.78,19.721,0.006,0.014,6.421,6.423,0.003,0.924,0.974,24
"ENSMUSG00000029007",11610,"Agtrap","protein_coding","4",148161518,148172488,0.036,0.055,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.096,0.05,-0.046,0.068,0.836,3.085,0.758,-2.327,0.114,0.133,10.392,10.368,-0.025,0.17,0.467,24
"ENSMUSG00000029003",71890,"Mad2l2","protein_coding","4",148214841,148230156,0.05,0.071,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.088,0.061,-0.026,0.29,0.981,4.53,1.343,-3.188,0.022,0.033,9.188,9.209,0.021,0.236,0.542,24
"ENSMUSG00000041544",242748,"Disp3","protein_coding","4",148324721,148372422,0.003,0.008,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.167,0.107,-0.06,0.217,0.977,22.766,17.827,-4.939,0.006,0.014,11.721,11.681,-0.041,0.244,0.551,24
"ENSMUSG00000041459",230908,"Tardbp","protein_coding","4",148696839,148711476,0,0.002,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.173,0.128,-0.045,0.14,0.901,20.184,16.875,-3.309,0,0.001,12.347,12.323,-0.024,0.263,0.566,24
"ENSMUSG00000028992",66454,"Nmnat1","protein_coding","4",149552029,149569659,0.156,0.185,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.063,0.062,-0.001,0.961,0.999,17.381,13.851,-3.531,0.042,0.056,7.906,7.927,0.02,0.288,0.589,24
"ENSMUSG00000028982",70556,"Slc25a33","protein_coding","4",149828493,149858734,0.001,0.005,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.171,0.136,-0.035,0.304,0.986,13.223,10.185,-3.038,0.001,0.005,10.886,10.92,0.034,0.155,0.446,24
"ENSMUSG00000039838",242773,"Slc45a1","protein_coding","4",150713029,150736631,0,0.002,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.103,0.061,-0.041,0.133,0.901,7.894,2.517,-5.377,0.002,0.008,11.546,11.58,0.034,0.075,0.315,24
"ENSMUSG00000028957",18628,"Per3","protein_coding","4",151088109,151129122,0,0.001,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.239,0.13,-0.109,0.01,0.517,12.892,9.342,-3.549,0.001,0.003,10.683,10.713,0.03,0.312,0.608,24
"ENSMUSG00000028937",70025,"Acot7","protein_coding","4",152262591,152356312,0.002,0.008,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.063,0.048,-0.014,0.562,0.999,2,18.642,16.642,0.003,0.009,13.817,13.844,0.027,0.142,0.431,24
"ENSMUSG00000042804",100129,"Gpr153","protein_coding","4",152358689,152369794,0.855,0.861,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.092,0.064,-0.028,0.417,0.999,8.834,9.314,0.48,0.774,0.78,11.642,11.642,0,0.992,0.996,24
"ENSMUSG00000039662",57295,"Icmt","protein_coding","4",152381684,152391578,0.032,0.05,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.046,0.036,-0.01,0.438,0.999,16.076,12.422,-3.655,0.009,0.017,12.033,12.045,0.012,0.204,0.513,24
"ENSMUSG00000029032",230972,"Arhgef16","protein_coding","4",154362943,154386133,0.004,0.01,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.188,0.106,-0.082,0.065,0.835,4.336,0.448,-3.889,0.005,0.013,8.055,8.045,-0.01,0.758,0.905,24
"ENSMUSG00000046637",242800,"Ttc34","protein_coding","4",154921916,154951584,0.019,0.033,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.083,0.081,-0.002,0.968,0.999,6.007,23.243,17.237,0.006,0.014,8.575,8.567,-0.009,0.754,0.904,24
"ENSMUSG00000029049",76866,"Morn1","protein_coding","4",155171034,155229962,0.015,0.028,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.117,0.062,-0.055,0.122,0.896,8.041,3.164,-4.877,0.02,0.03,8.252,8.264,0.012,0.632,0.843,24
"ENSMUSG00000023153",69671,"Tmem52","protein_coding","4",155553571,155555315,0.148,0.176,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.167,0.149,-0.018,0.721,0.999,14.18,11.631,-2.549,0.048,0.062,7.092,7.053,-0.038,0.28,0.581,24
"ENSMUSG00000029063",192185,"Nadk","protein_coding","4",155646835,155675458,0.012,0.024,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.07,0.075,0.005,0.835,0.999,17.011,12.364,-4.647,0.001,0.005,11.273,11.273,0,0.984,0.994,24
"ENSMUSG00000074738",230991,"Fndc10","protein_coding","4",155778799,155780938,0.001,0.003,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.082,0.077,-0.004,0.865,0.999,6.112,1.206,-4.906,0,0.003,10.77,10.801,0.031,0.069,0.303,24
"ENSMUSG00000029036",108888,"Atad3a","protein_coding","4",155825098,155845550,0.001,0.004,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.094,0.065,-0.029,0.329,0.995,6.921,1.681,-5.24,0.003,0.009,10.205,10.254,0.049,0.022,0.198,24
"ENSMUSG00000029073",79554,"Cptp","protein_coding","4",155949180,155953897,0.039,0.058,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.088,0.051,-0.037,0.141,0.901,8.236,5.099,-3.137,0.045,0.059,10.188,10.212,0.024,0.176,0.477,24
"ENSMUSG00000029034",71957,"Ints11","protein_coding","4",155954003,155973560,0.004,0.011,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.044,0.054,0.01,0.63,0.999,20.871,14.62,-6.251,0.005,0.013,9.846,9.876,0.03,0.051,0.278,24
