"ensembl_gene_id_version","ensembl_gene_id","entrezgene_id","mgi_symbol","gene_biotype","chromosome_name","start_position","end_position"
"ENSMUSG00000028347.15","ENSMUSG00000028347",230157,"Tmeff1","protein_coding","4",48585174,48663131
"ENSMUSG00000028348.8","ENSMUSG00000028348",68016,"Cavin4","protein_coding","4",48663514,48673502
"ENSMUSG00000028351.6","ENSMUSG00000028351",56710,"Brinp1","protein_coding","4",68679751,68872634
"ENSMUSG00000028358.16","ENSMUSG00000028358",72701,"Zfp618","protein_coding","4",62883810,63057945
"ENSMUSG00000028362.3","ENSMUSG00000028362",21949,"Tnfsf8","protein_coding","4",63749545,63779584
"ENSMUSG00000028364.16","ENSMUSG00000028364",21923,"Tnc","protein_coding","4",63878022,63965252
"ENSMUSG00000028367.6","ENSMUSG00000028367",22166,"Txn1","protein_coding","4",57943373,57956411
"ENSMUSG00000028369.16","ENSMUSG00000028369",64817,"Svep1","protein_coding","4",58042442,58206859
"ENSMUSG00000028370.8","ENSMUSG00000028370",18491,"Pappa","protein_coding","4",65042411,65275746
"ENSMUSG00000028373.17","ENSMUSG00000028373",56079,"Astn2","protein_coding","4",65299040,66322848
"ENSMUSG00000028378.7","ENSMUSG00000028378",67103,"Ptgr1","protein_coding","4",58965439,58987119
"ENSMUSG00000028381.9","ENSMUSG00000028381",22234,"Ugcg","protein_coding","4",59189257,59222833
"ENSMUSG00000028382.16","ENSMUSG00000028382",230257,"Ptbp3","protein_coding","4",59471868,59549364
"ENSMUSG00000028383.18","ENSMUSG00000028383",72479,"Hsdl2","protein_coding","4",59581563,59618689
"ENSMUSG00000028385.15","ENSMUSG00000028385",209131,"Snx30","protein_coding","4",59805840,59904737
"ENSMUSG00000028389.13","ENSMUSG00000028389",22696,"Zfp37","protein_coding","4",62107777,62149284
"ENSMUSG00000028391.17","ENSMUSG00000028391",71354,"Wdr31","protein_coding","4",62366890,62389133
"ENSMUSG00000028392.16","ENSMUSG00000028392",192120,"Bspry","protein_coding","4",62398290,62415535
"ENSMUSG00000028393.11","ENSMUSG00000028393",17025,"Alad","protein_coding","4",62427406,62438155
"ENSMUSG00000028394.10","ENSMUSG00000028394",59001,"Pole3","protein_coding","4",62440886,62443305
"ENSMUSG00000028397.14","ENSMUSG00000028397",76804,"Kdm4c","protein_coding","4",74160734,74324097
"ENSMUSG00000028398.9","ENSMUSG00000028398",66928,"Dmac1","protein_coding","4",75195591,75196542
"ENSMUSG00000028399.19","ENSMUSG00000028399",19266,"Ptprd","protein_coding","4",75859475,78130198
"ENSMUSG00000028402.19","ENSMUSG00000028402",17475,"Mpdz","protein_coding","4",81196737,81361052
"ENSMUSG00000028403.16","ENSMUSG00000028403",68268,"Zdhhc21","protein_coding","4",82716975,82778195
"ENSMUSG00000028412.18","ENSMUSG00000028412",100434,"Slc44a1","protein_coding","4",53440413,53622478
"ENSMUSG00000028414.18","ENSMUSG00000028414",246179,"Fktn","protein_coding","4",53713998,53777890
"ENSMUSG00000028417.4","ENSMUSG00000028417",21350,"Tal2","protein_coding","4",53779705,53788712
"ENSMUSG00000028420.14","ENSMUSG00000028420",52076,"Tmem38b","protein_coding","4",53826045,53862019
"ENSMUSG00000028426.11","ENSMUSG00000028426",19359,"Rad23b","protein_coding","4",55350043,55392237
"ENSMUSG00000028431.12","ENSMUSG00000028431",230233,"Elp1","protein_coding","4",56749680,56802331
"ENSMUSG00000028434.13","ENSMUSG00000028434",54357,"Epb41l4b","protein_coding","4",56991972,57143437
"ENSMUSG00000028456.19","ENSMUSG00000028456",22249,"Unc13b","protein_coding","4",43058953,43264871
"ENSMUSG00000028457.19","ENSMUSG00000028457",320571,"Atp8b5","protein_coding","4",43267159,43373833
"ENSMUSG00000028458.13","ENSMUSG00000028458",21754,"Tesk1","protein_coding","4",43441939,43448064
"ENSMUSG00000028459.12","ENSMUSG00000028459",12517,"Cd72","protein_coding","4",43446462,43454628
"ENSMUSG00000028461.13","ENSMUSG00000028461",622404,"Ccdc107","protein_coding","4",43492900,43495921
"ENSMUSG00000028463.15","ENSMUSG00000028463",230099,"Car9","protein_coding","4",43506966,43513729
"ENSMUSG00000028464.17","ENSMUSG00000028464",22004,"Tpm2","protein_coding","4",43514711,43523765
"ENSMUSG00000028465.17","ENSMUSG00000028465",21894,"Tln1","protein_coding","4",43531519,43562691
"ENSMUSG00000028466.16","ENSMUSG00000028466",12913,"Creb3","protein_coding","4",43562332,43567060
"ENSMUSG00000028467.16","ENSMUSG00000028467",230101,"Gba2","protein_coding","4",43566928,43578873
"ENSMUSG00000028468.16","ENSMUSG00000028468",242406,"Rgp1","protein_coding","4",43578715,43587487
"ENSMUSG00000028469.16","ENSMUSG00000028469",230103,"Npr2","protein_coding","4",43631935,43651244
"ENSMUSG00000028470.11","ENSMUSG00000028470",68917,"Hint2","protein_coding","4",43654227,43656466
"ENSMUSG00000028475.10","ENSMUSG00000028475",71406,"Spaar","protein_coding","4",43730034,43759462
"ENSMUSG00000028476.14","ENSMUSG00000028476",53614,"Reck","protein_coding","4",43875530,43944806
"ENSMUSG00000028478.19","ENSMUSG00000028478",12757,"Clta","protein_coding","4",44004452,44032846
"ENSMUSG00000028479.19","ENSMUSG00000028479",50798,"Gne","protein_coding","4",44034075,44084177
"ENSMUSG00000028480.15","ENSMUSG00000028480",384009,"Glipr2","protein_coding","4",43957401,43979118
"ENSMUSG00000028483.14","ENSMUSG00000028483",77634,"Snapc3","protein_coding","4",83335961,83385913
"ENSMUSG00000028484.17","ENSMUSG00000028484",101739,"Psip1","protein_coding","4",83373917,83404696
"ENSMUSG00000028487.19","ENSMUSG00000028487",242509,"Bnc2","protein_coding","4",84193332,84593512
"ENSMUSG00000028488.16","ENSMUSG00000028488",20404,"Sh3gl2","protein_coding","4",85123363,85557432
"ENSMUSG00000028494.13","ENSMUSG00000028494",11520,"Plin2","protein_coding","4",86566623,86588297
"ENSMUSG00000028495.15","ENSMUSG00000028495",20104,"Rps6","protein_coding","4",86772897,86775649
"ENSMUSG00000028496.18","ENSMUSG00000028496",70122,"Mllt3","protein_coding","4",87688162,87951601
"ENSMUSG00000028497.13","ENSMUSG00000028497",66775,"Hacd4","protein_coding","4",88314381,88357165
"ENSMUSG00000028514.16","ENSMUSG00000028514",329908,"Usp24","protein_coding","4",106173410,106298519
"ENSMUSG00000028517.9","ENSMUSG00000028517",67916,"Plpp3","protein_coding","4",105014544,105089961
"ENSMUSG00000028518.9","ENSMUSG00000028518",108079,"Prkaa2","protein_coding","4",104887071,104967087
"ENSMUSG00000028519.17","ENSMUSG00000028519",13131,"Dab1","protein_coding","4",103476556,104602041
"ENSMUSG00000028521.18","ENSMUSG00000028521",242585,"Slc35d1","protein_coding","4",103027846,103072361
"ENSMUSG00000028522.17","ENSMUSG00000028522",71148,"Mier1","protein_coding","4",102971587,103022951
"ENSMUSG00000028523.15","ENSMUSG00000028523",67344,"Dynlt5","protein_coding","4",102835803,102862791
"ENSMUSG00000028524.22","ENSMUSG00000028524",73094,"Sgip1","protein_coding","4",102598494,102830825
"ENSMUSG00000028525.17","ENSMUSG00000028525",18578,"Pde4b","protein_coding","4",101944740,102464456
"ENSMUSG00000028527.19","ENSMUSG00000028527",11639,"Ak4","protein_coding","4",101276474,101324192
"ENSMUSG00000028528.18","ENSMUSG00000028528",72685,"Dnajc6","protein_coding","4",101353828,101499996
"ENSMUSG00000028530.15","ENSMUSG00000028530",16451,"Jak1","protein_coding","4",101009564,101122479
"ENSMUSG00000028532.15","ENSMUSG00000028532",320508,"Cachd1","protein_coding","4",100633872,100886417
"ENSMUSG00000028536.13","ENSMUSG00000028536",66451,"2610528J11Rik","protein_coding","4",118384196,118387425
"ENSMUSG00000028538.13","ENSMUSG00000028538",20441,"St3gal3","protein_coding","4",117789351,117992111
"ENSMUSG00000028539.15","ENSMUSG00000028539",11876,"Artn","protein_coding","4",117783359,117786960
"ENSMUSG00000028540.7","ENSMUSG00000028540",67728,"Dph2","protein_coding","4",117745840,117749229
"ENSMUSG00000028541.15","ENSMUSG00000028541",53418,"B4galt2","protein_coding","4",117726457,117740684
"ENSMUSG00000028542.18","ENSMUSG00000028542",14664,"Slc6a9","protein_coding","4",117691703,117732395
"ENSMUSG00000028544.15","ENSMUSG00000028544",230612,"Slc5a9","protein_coding","4",111732572,111760115
"ENSMUSG00000028545.14","ENSMUSG00000028545",67621,"Bend5","protein_coding","4",111272203,111317495
"ENSMUSG00000028546.18","ENSMUSG00000028546",15572,"Elavl4","protein_coding","4",110060919,110209106
"ENSMUSG00000028549.18","ENSMUSG00000028549",67733,"Itgb3bp","protein_coding","4",99653639,99787010
"ENSMUSG00000028550.16","ENSMUSG00000028550",242557,"Atg4c","protein_coding","4",99082171,99148024
"ENSMUSG00000028551.15","ENSMUSG00000028551",12580,"Cdkn2c","protein_coding","4",109518073,109524386
"ENSMUSG00000028552.14","ENSMUSG00000028552",13858,"Eps15","protein_coding","4",109137465,109245014
"ENSMUSG00000028553.13","ENSMUSG00000028553",30924,"Angptl3","protein_coding","4",98919191,98934348
"ENSMUSG00000028555.16","ENSMUSG00000028555",230603,"Ttc39a","protein_coding","4",109263820,109301942
"ENSMUSG00000028556.16","ENSMUSG00000028556",67299,"Dock7","protein_coding","4",98824908,99009152
"ENSMUSG00000028557.11","ENSMUSG00000028557",29864,"Rnf11","protein_coding","4",109308295,109341925
"ENSMUSG00000028558.15","ENSMUSG00000028558",108802,"Calr4","protein_coding","4",109091682,109111768
"ENSMUSG00000028559.18","ENSMUSG00000028559",100273,"Osbpl9","protein_coding","4",108918342,109059469
"ENSMUSG00000028560.12","ENSMUSG00000028560",230484,"Usp1","protein_coding","4",98812047,98823780
"ENSMUSG00000028563.17","ENSMUSG00000028563",94043,"Tm2d1","protein_coding","4",98243607,98271543
"ENSMUSG00000028565.19","ENSMUSG00000028565",18027,"Nfia","protein_coding","4",97660971,98007111
"ENSMUSG00000028567.9","ENSMUSG00000028567",66073,"Txndc12","protein_coding","4",108691798,108719324
"ENSMUSG00000028568.17","ENSMUSG00000028568",70533,"Btf3l4","protein_coding","4",108671492,108690811
"ENSMUSG00000028571.16","ENSMUSG00000028571",230459,"Cyp2j13","protein_coding","4",95915771,95965783
"ENSMUSG00000028572.14","ENSMUSG00000028572",77963,"Hook1","protein_coding","4",95855477,95913650
"ENSMUSG00000028573.19","ENSMUSG00000028573",75578,"Fggy","protein_coding","4",95445744,95815176
"ENSMUSG00000028576.13","ENSMUSG00000028576",67694,"Ift74","protein_coding","4",94502728,94581466
"ENSMUSG00000028577.14","ENSMUSG00000028577",18786,"Plaa","protein_coding","4",94455751,94491481
"ENSMUSG00000028578.9","ENSMUSG00000028578",67770,"Caap1","protein_coding","4",94388318,94445033
"ENSMUSG00000028580.16","ENSMUSG00000028580",80912,"Pum1","protein_coding","4",130390632,130508875
"ENSMUSG00000028581.18","ENSMUSG00000028581",16792,"Laptm5","protein_coding","4",130640436,130663452
"ENSMUSG00000028582.15","ENSMUSG00000028582",319965,"Cc2d1b","protein_coding","4",108477137,108491320
"ENSMUSG00000028583.15","ENSMUSG00000028583",14726,"Pdpn","protein_coding","4",142994001,143026134
"ENSMUSG00000028584.4","ENSMUSG00000028584",242735,"Lrrc38","protein_coding","4",143076327,143097602
"ENSMUSG00000028587.19","ENSMUSG00000028587",18392,"Orc1","protein_coding","4",108436620,108472030
"ENSMUSG00000028589.3","ENSMUSG00000028589",69364,"Cfap107","protein_coding","4",144144759,144165342
"ENSMUSG00000028597.12","ENSMUSG00000028597",67305,"Gpx7","protein_coding","4",108257587,108264158
"ENSMUSG00000028599.11","ENSMUSG00000028599",21938,"Tnfrsf1b","protein_coding","4",144940033,144973440
"ENSMUSG00000028600.16","ENSMUSG00000028600",242608,"Podn","protein_coding","4",107871988,107953642
"ENSMUSG00000028601.19","ENSMUSG00000028601",52430,"Echdc2","protein_coding","4",108022634,108036505
"ENSMUSG00000028602.13","ENSMUSG00000028602",21941,"Tnfrsf8","protein_coding","4",144993707,145041734
"ENSMUSG00000028603.16","ENSMUSG00000028603",20280,"Scp2","protein_coding","4",107901036,108002195
"ENSMUSG00000028607.17","ENSMUSG00000028607",12896,"Cpt2","protein_coding","4",107761178,107780807
"ENSMUSG00000028608.16","ENSMUSG00000028608",74098,"Czib","protein_coding","4",107747010,107756581
"ENSMUSG00000028609.7","ENSMUSG00000028609",17149,"Magoh","protein_coding","4",107736952,107744621
"ENSMUSG00000028610.17","ENSMUSG00000028610",56296,"Dmrtb1","protein_coding","4",107533487,107541427
"ENSMUSG00000028613.16","ENSMUSG00000028613",16975,"Lrp8","protein_coding","4",107659066,107734037
"ENSMUSG00000028614.15","ENSMUSG00000028614",72787,"Ndc1","protein_coding","4",107224981,107273543
"ENSMUSG00000028617.11","ENSMUSG00000028617",77809,"Lrrc42","protein_coding","4",107090711,107110729
"ENSMUSG00000028618.12","ENSMUSG00000028618",56374,"Tmem59","protein_coding","4",107035596,107058193
"ENSMUSG00000028619.16","ENSMUSG00000028619",66526,"Tceanc2","protein_coding","4",106991352,107036313
"ENSMUSG00000028621.18","ENSMUSG00000028621",230582,"Cyb5rl","protein_coding","4",106924185,106945465
"ENSMUSG00000028622.12","ENSMUSG00000028622",56280,"Mrpl37","protein_coding","4",106913071,106924065
"ENSMUSG00000028626.6","ENSMUSG00000028626",12840,"Col9a2","protein_coding","4",120896582,120912519
"ENSMUSG00000028629.10","ENSMUSG00000028629",73172,"Exo5","protein_coding","4",120778393,120782214
"ENSMUSG00000028631.8","ENSMUSG00000028631",60613,"Kcnq4","protein_coding","4",120553335,120605809
"ENSMUSG00000028633.8","ENSMUSG00000028633",51797,"Ctps","protein_coding","4",120397065,120427473
"ENSMUSG00000028634.18","ENSMUSG00000028634",16656,"Hivep3","protein_coding","4",119590981,119995242
"ENSMUSG00000028636.15","ENSMUSG00000028636",106564,"Ppcs","protein_coding","4",119275727,119279617
"ENSMUSG00000028637.17","ENSMUSG00000028637",73332,"Ccdc30","protein_coding","4",119179663,119272718
"ENSMUSG00000028639.15","ENSMUSG00000028639",22608,"Ybx1","protein_coding","4",119135178,119151801
"ENSMUSG00000028641.17","ENSMUSG00000028641",56401,"P3h1","protein_coding","4",119090112,119106172
"ENSMUSG00000028642.8","ENSMUSG00000028642",75180,"Tmem269","protein_coding","4",119062252,119075414
"ENSMUSG00000028643.12","ENSMUSG00000028643",69216,"Svbp","protein_coding","4",119052503,119058495
"ENSMUSG00000028644.18","ENSMUSG00000028644",27028,"Ermap","protein_coding","4",119032654,119047208
"ENSMUSG00000028645.12","ENSMUSG00000028645",20525,"Slc2a1","protein_coding","4",118965908,118995180
"ENSMUSG00000028646.17","ENSMUSG00000028646",54170,"Rragc","protein_coding","4",123811239,123830790
"ENSMUSG00000028647.14","ENSMUSG00000028647",56309,"Mycbp","protein_coding","4",123798625,123806062
"ENSMUSG00000028648.14","ENSMUSG00000028648",595136,"Ndufs5","protein_coding","4",123606503,123611995
"ENSMUSG00000028649.23","ENSMUSG00000028649",11426,"Macf1","protein_coding","4",123243426,123581331
"ENSMUSG00000028651.13","ENSMUSG00000028651",56031,"Ppie","protein_coding","4",123020908,123033744
"ENSMUSG00000028653.17","ENSMUSG00000028653",66966,"Trit1","protein_coding","4",122910390,122948742
"ENSMUSG00000028654.14","ENSMUSG00000028654",16918,"Mycl","protein_coding","4",122889445,122896278
"ENSMUSG00000028655.12","ENSMUSG00000028655",76574,"Mfsd2a","protein_coding","4",122840643,122854981
"ENSMUSG00000028656.15","ENSMUSG00000028656",12331,"Cap1","protein_coding","4",122752840,122779849
"ENSMUSG00000028657.15","ENSMUSG00000028657",19063,"Ppt1","protein_coding","4",122730035,122752968
"ENSMUSG00000028661.9","ENSMUSG00000028661",13842,"Epha8","protein_coding","4",136656730,136684127
"ENSMUSG00000028664.15","ENSMUSG00000028664",13844,"Ephb2","protein_coding","4",136374850,136563299
"ENSMUSG00000028668.6","ENSMUSG00000028668",27224,"Eloa","protein_coding","4",135730679,135749074
"ENSMUSG00000028669.16","ENSMUSG00000028669",66193,"Pithd1","protein_coding","4",135702771,135714575
"ENSMUSG00000028670.15","ENSMUSG00000028670",26394,"Lypla2","protein_coding","4",135695535,135699937
"ENSMUSG00000028671.17","ENSMUSG00000028671",74246,"Gale","protein_coding","4",135691038,135695489
"ENSMUSG00000028672.14","ENSMUSG00000028672",15356,"Hmgcl","protein_coding","4",135673759,135689928
"ENSMUSG00000028673.11","ENSMUSG00000028673",71665,"Fuca1","protein_coding","4",135648046,135667622
"ENSMUSG00000028675.13","ENSMUSG00000028675",52830,"Pnrc2","protein_coding","4",135598229,135601161
"ENSMUSG00000028676.18","ENSMUSG00000028676",14105,"Srsf10","protein_coding","4",135583058,135597219
"ENSMUSG00000028677.20","ENSMUSG00000028677",66743,"Rnf220","protein_coding","4",117128660,117354249
"ENSMUSG00000028678.14","ENSMUSG00000028678",73804,"Kif2c","protein_coding","4",117016836,117039836
"ENSMUSG00000028680.15","ENSMUSG00000028680",12795,"Plk3","protein_coding","4",116985852,116991160
"ENSMUSG00000028681.12","ENSMUSG00000028681",19207,"Ptch2","protein_coding","4",116953272,116973298
"ENSMUSG00000028683.15","ENSMUSG00000028683",108067,"Eif2b3","protein_coding","4",116876599,116944503
"ENSMUSG00000028684.15","ENSMUSG00000028684",22275,"Urod","protein_coding","4",116847162,116851610
"ENSMUSG00000028687.18","ENSMUSG00000028687",70603,"Mutyh","protein_coding","4",116664920,116676637
"ENSMUSG00000028688.14","ENSMUSG00000028688",68276,"Toe1","protein_coding","4",116651507,116664837
"ENSMUSG00000028689.15","ENSMUSG00000028689",68394,"Ccdc163","protein_coding","4",116565706,116608403
"ENSMUSG00000028690.5","ENSMUSG00000028690",67096,"Mmachc","protein_coding","4",116559476,116565603
"ENSMUSG00000028691.13","ENSMUSG00000028691",18477,"Prdx1","protein_coding","4",116542741,116558019
"ENSMUSG00000028692.15","ENSMUSG00000028692",58810,"Akr1a1","protein_coding","4",116493707,116508877
"ENSMUSG00000028693.16","ENSMUSG00000028693",50927,"Nasp","protein_coding","4",116458249,116485138
"ENSMUSG00000028696.13","ENSMUSG00000028696",16351,"Ipp","protein_coding","4",116364746,116395440
"ENSMUSG00000028698.14","ENSMUSG00000028698",18710,"Pik3r3","protein_coding","4",116078815,116160253
"ENSMUSG00000028699.10","ENSMUSG00000028699",66805,"Tspan1","protein_coding","4",116019066,116024798
"ENSMUSG00000028700.15","ENSMUSG00000028700",68273,"Pomgnt1","protein_coding","4",115981037,116017046
"ENSMUSG00000028700.15","ENSMUSG00000028700",76786,"Pomgnt1","protein_coding","4",115981037,116017046
"ENSMUSG00000028701.5","ENSMUSG00000028701",68075,"Lurap1","protein_coding","4",115989603,116008535
"ENSMUSG00000028702.16","ENSMUSG00000028702",19366,"Rad54l","protein_coding","4",115951461,115980887
"ENSMUSG00000028703.15","ENSMUSG00000028703",230654,"Lrrc41","protein_coding","4",115932466,115954240
"ENSMUSG00000028706.15","ENSMUSG00000028706",72181,"Nsun4","protein_coding","4",115890039,115911073
"ENSMUSG00000028708.17","ENSMUSG00000028708",17346,"Mknk1","protein_coding","4",115696395,115736447
"ENSMUSG00000028709.4","ENSMUSG00000028709",100465,"Mob3c","protein_coding","4",115685289,115693382
"ENSMUSG00000028710.19","ENSMUSG00000028710",230649,"Atpaf1","protein_coding","4",115642009,115679852
"ENSMUSG00000028713.18","ENSMUSG00000028713",13120,"Cyp4b1","protein_coding","4",115481922,115504920
"ENSMUSG00000028716.16","ENSMUSG00000028716",67182,"Pdzk1ip1","protein_coding","4",114945905,114951096
"ENSMUSG00000028717.13","ENSMUSG00000028717",21349,"Tal1","protein_coding","4",114913623,114928952
"ENSMUSG00000028718.17","ENSMUSG00000028718",20460,"Stil","protein_coding","4",114857356,114900393
"ENSMUSG00000028719.9","ENSMUSG00000028719",66588,"Cmpk1","protein_coding","4",114816533,114844438
"ENSMUSG00000028729.16","ENSMUSG00000028729",69072,"Ebna1bp2","protein_coding","4",118477996,118484973
"ENSMUSG00000028730.15","ENSMUSG00000028730",68625,"Cfap57","protein_coding","4",118411748,118477974
"ENSMUSG00000028737.16","ENSMUSG00000028737",212647,"Aldh4a1","protein_coding","4",139350177,139377001
"ENSMUSG00000028741.14","ENSMUSG00000028741",69902,"Mrto4","protein_coding","4",139074746,139079887
"ENSMUSG00000028743.8","ENSMUSG00000028743",110198,"Akr7a5","protein_coding","4",139038055,139045737
"ENSMUSG00000028744.16","ENSMUSG00000028744",212555,"Slc66a1","protein_coding","4",139021340,139038019
"ENSMUSG00000028745.19","ENSMUSG00000028745",12345,"Capzb","protein_coding","4",138920210,139019129
"ENSMUSG00000028747.11","ENSMUSG00000028747",15565,"Htr6","protein_coding","4",138788419,138802881
"ENSMUSG00000028749.8","ENSMUSG00000028749",26971,"Pla2g2f","protein_coding","4",138477844,138484937
"ENSMUSG00000028750.13","ENSMUSG00000028750",18781,"Pla2g2c","protein_coding","4",138452103,138473443
"ENSMUSG00000028753.13","ENSMUSG00000028753",75718,"Vwa5b1","protein_coding","4",138292671,138363195
"ENSMUSG00000028755.4","ENSMUSG00000028755",72269,"Cda","protein_coding","4",138065735,138095303
"ENSMUSG00000028756.13","ENSMUSG00000028756",68943,"Pink1","protein_coding","4",138040720,138053618
"ENSMUSG00000028757.5","ENSMUSG00000028757",13200,"Ddost","protein_coding","4",138032041,138039939
"ENSMUSG00000028758.13","ENSMUSG00000028758",16559,"Kif17","protein_coding","4",137977746,138029278
"ENSMUSG00000028759.14","ENSMUSG00000028759",15441,"Hp1bp3","protein_coding","4",137943607,137971994
"ENSMUSG00000028760.17","ENSMUSG00000028760",230861,"Eif4g3","protein_coding","4",137720333,137935819
"ENSMUSG00000028763.19","ENSMUSG00000028763",15530,"Hspg2","protein_coding","4",137196080,137297941
"ENSMUSG00000028766.11","ENSMUSG00000028766",11647,"Alpl","protein_coding","4",137469044,137523695
"ENSMUSG00000028771.14","ENSMUSG00000028771",19248,"Ptpn12","protein_coding","5",21191643,21260909
"ENSMUSG00000028772.20","ENSMUSG00000028772",619605,"Zcchc17","protein_coding","4",130209176,130253736
"ENSMUSG00000028773.9","ENSMUSG00000028773",14077,"Fabp3","protein_coding","4",130202388,130209256
"ENSMUSG00000028776.15","ENSMUSG00000028776",94242,"Tinagl1","protein_coding","4",130058247,130068915
"ENSMUSG00000028778.16","ENSMUSG00000028778",230777,"Hcrtr1","protein_coding","4",130024010,130033152
"ENSMUSG00000028779.17","ENSMUSG00000028779",67898,"Pef1","protein_coding","4",129996351,130021928
"ENSMUSG00000028780.14","ENSMUSG00000028780",20348,"Sema3c","protein_coding","5",17779279,17935266
"ENSMUSG00000028782.15","ENSMUSG00000028782",230775,"Adgrb2","protein_coding","4",129878663,129916426
"ENSMUSG00000028784.15","ENSMUSG00000028784",622480,"Spocd1","protein_coding","4",129823042,129850908
"ENSMUSG00000028785.14","ENSMUSG00000028785",15444,"Hpca","protein_coding","4",129005363,129015829
"ENSMUSG00000028786.16","ENSMUSG00000028786",66260,"Tmem54","protein_coding","4",128999341,129005419
"ENSMUSG00000028788.15","ENSMUSG00000028788",19244,"Ptp4a2","protein_coding","4",129705012,129743796
"ENSMUSG00000028789.17","ENSMUSG00000028789",242669,"Azin2","protein_coding","4",128824026,128856235
"ENSMUSG00000028790.14","ENSMUSG00000028790",20218,"Khdrbs1","protein_coding","4",129596957,129636096
"ENSMUSG00000028792.15","ENSMUSG00000028792",11637,"Ak2","protein_coding","4",128885751,128905322
"ENSMUSG00000028793.16","ENSMUSG00000028793",75234,"Rnf19b","protein_coding","4",128952064,128979679
"ENSMUSG00000028794.14","ENSMUSG00000028794",215493,"A3galt2","protein_coding","4",128649157,128663091
"ENSMUSG00000028795.16","ENSMUSG00000028795",66264,"Ccdc28b","protein_coding","4",129513067,129517740
"ENSMUSG00000028796.18","ENSMUSG00000028796",54383,"Phc2","protein_coding","4",128548495,128646674
"ENSMUSG00000028797.21","ENSMUSG00000028797",76799,"Tmem234","protein_coding","4",129494461,129517852
"ENSMUSG00000028798.17","ENSMUSG00000028798",54709,"Eif3i","protein_coding","4",129485753,129494441
"ENSMUSG00000028799.16","ENSMUSG00000028799",230761,"Zfp362","protein_coding","4",128666881,128699838
"ENSMUSG00000028800.16","ENSMUSG00000028800",433759,"Hdac1","protein_coding","4",129409897,129436506
"ENSMUSG00000028801.15","ENSMUSG00000028801",78806,"Stpg1","protein_coding","4",135222101,135265114
"ENSMUSG00000028803.19","ENSMUSG00000028803",74552,"Nipal3","protein_coding","4",135172731,135222349
"ENSMUSG00000028804.21","ENSMUSG00000028804",329942,"Csmd2","protein_coding","4",127881650,128461449
"ENSMUSG00000028807.3","ENSMUSG00000028807",73680,"Zbtb8a","protein_coding","4",129247421,129271909
"ENSMUSG00000028809.17","ENSMUSG00000028809",51796,"Srrm1","protein_coding","4",135047795,135080632
"ENSMUSG00000028811.13","ENSMUSG00000028811",107271,"Yars","protein_coding","4",129083553,129113400
"ENSMUSG00000028813.3","ENSMUSG00000028813",635169,"CK137956","protein_coding","4",127821385,127864744
"ENSMUSG00000028820.15","ENSMUSG00000028820",71514,"Sfpq","protein_coding","4",126915117,126930806
"ENSMUSG00000028821.9","ENSMUSG00000028821",68592,"Syf2","protein_coding","4",134658209,134664859
"ENSMUSG00000028822.12","ENSMUSG00000028822",71817,"Tmem50a","protein_coding","4",134625160,134642335
"ENSMUSG00000028825.8","ENSMUSG00000028825",19746,"Rhd","protein_coding","4",134591847,134623483
"ENSMUSG00000028826.15","ENSMUSG00000028826",66146,"Maco1","protein_coding","4",134530070,134580656
"ENSMUSG00000028830.15","ENSMUSG00000028830",100317,"AU040320","protein_coding","4",126647337,126763863
"ENSMUSG00000028832.12","ENSMUSG00000028832",16765,"Stmn1","protein_coding","4",134195631,134201154
"ENSMUSG00000028833.14","ENSMUSG00000028833",26562,"Ncdn","protein_coding","4",126637543,126647231
"ENSMUSG00000028834.14","ENSMUSG00000028834",433766,"Trim63","protein_coding","4",134042431,134056940
"ENSMUSG00000028836.15","ENSMUSG00000028836",230810,"Slc30a2","protein_coding","4",134070492,134081795
"ENSMUSG00000028837.9","ENSMUSG00000028837",26445,"Psmb2","protein_coding","4",126571423,126603507
"ENSMUSG00000028838.12","ENSMUSG00000028838",56219,"Extl1","protein_coding","4",134083683,134111161
"ENSMUSG00000028840.11","ENSMUSG00000028840",68040,"Zfp593","protein_coding","4",133970600,133972903
"ENSMUSG00000028841.15","ENSMUSG00000028841",194231,"Cnksr1","protein_coding","4",133955352,133965710
"ENSMUSG00000028842.16","ENSMUSG00000028842",214150,"Ago3","protein_coding","4",126225497,126323349
"ENSMUSG00000028843.9","ENSMUSG00000028843",73723,"Sh3bgrl3","protein_coding","4",133854717,133856100
"ENSMUSG00000028845.16","ENSMUSG00000028845",24084,"Tekt2","protein_coding","4",126215914,126219481
"ENSMUSG00000028847.9","ENSMUSG00000028847",27096,"Trappc3","protein_coding","4",126156118,126169676
"ENSMUSG00000028848.14","ENSMUSG00000028848",100210,"Gpn2","protein_coding","4",133311673,133319046
"ENSMUSG00000028849.18","ENSMUSG00000028849",245877,"Map7d1","protein_coding","4",126125960,126150136
"ENSMUSG00000028850.3","ENSMUSG00000028850",242691,"Gpatch3","protein_coding","4",133302056,133311554
"ENSMUSG00000028851.7","ENSMUSG00000028851",18221,"Nudc","protein_coding","4",133259853,133273307
"ENSMUSG00000028854.10","ENSMUSG00000028854",20544,"Slc9a1","protein_coding","4",133097017,133151013
"ENSMUSG00000028857.17","ENSMUSG00000028857",52174,"Tmem222","protein_coding","4",132993356,133005103
"ENSMUSG00000028859.15","ENSMUSG00000028859",12986,"Csf3r","protein_coding","4",125918343,125938233
