"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensemblid","entrezgene","gene_symbol","gene_biotype","chromosome_name","chromosome_start","chromosome_end"
"1393","ENSMUSG00000031819.14",3460.88041063443,0.0528506541785726,0.0165055229329147,3.20199816712136,0.00136477866442715,0.0155481593746993,"ENSMUSG00000031819",18117,"Emc8","protein_coding","8",121380653,121395312
"1394","ENSMUSG00000000088.8",4417.43229303102,0.0805052943022669,0.025142783577605,3.2019244827758,0.00136512780552566,0.0155481593746993,"ENSMUSG00000000088",12858,"Cox5a","protein_coding","9",57428557,57439709
"1395","ENSMUSG00000039826.14",879.369161944633,0.113535558363543,0.0354786736807184,3.20010717946442,0.00137376491286811,0.0155774376121577,"ENSMUSG00000039826",227682,"Trub2","protein_coding","2",29651236,29678514
"1396","ENSMUSG00000027131.4",2699.02780880763,0.0716712374098036,0.0223954328282613,3.200261319324,0.00137303038003953,0.0155774376121577,"ENSMUSG00000027131",68032,"Emc4","protein_coding","2",112193356,112198372
"1397","ENSMUSG00000017734.16",1227.70645826964,0.10200945086666,0.0318747116794109,3.20032544584716,0.00137272490040403,0.0155774376121577,"ENSMUSG00000017734",52840,"Dbndd2","protein_coding","2",164328026,164335239
"1398","ENSMUSG00000035237.8",854.257241612676,-0.152997423200932,0.0478156780121892,-3.19973342554987,0.00137554749211092,0.0155774376121577,"ENSMUSG00000035237",16816,"Lcat","protein_coding","8",106666183,106670014
"1399","ENSMUSG00000040767.11",430.012182785338,0.111936441967968,0.0349770056649523,3.20028658371209,0.00137291002054369,0.0155774376121577,"ENSMUSG00000040767",78372,"Snrnp25","protein_coding","11",32155415,32158984
"1400","ENSMUSG00000035960.15",1765.26791704477,0.0718016661824174,0.0224335338489796,3.20064001800961,0.00137122728018445,0.0155774376121577,"ENSMUSG00000035960",11792,"Apex1","protein_coding","14",51162425,51164596
"1401","ENSMUSG00000024165.10",674.714858362602,-0.100257308255901,0.0313317520446439,-3.19986281370561,0.00137493014788229,0.0155774376121577,"ENSMUSG00000024165",52009,"Jpt2","protein_coding","17",25156393,25179663
"1402","ENSMUSG00000024782.8",3814.59522003746,-0.110734724924519,0.0346001622292103,-3.20041057007051,0.00137231949081917,0.0155774376121577,"ENSMUSG00000024782",56248,"Ak3","protein_coding","19",28998233,29025361
"1403","ENSMUSG00000057729.13",83.4809596339802,0.192526284081227,0.060184514847042,3.19893388806954,0.00137936796565918,0.0156095689171567,"ENSMUSG00000057729",19152,"Prtn3","protein_coding","10",79710310,79719008
"1404","ENSMUSG00000033227.8",547.479284681928,-0.379648277636265,0.118803177412633,-3.19560710331552,0.00139536982887067,0.0157591399724981,"ENSMUSG00000033227",22420,"Wnt6","protein_coding","1",74811051,74824481
"1405","ENSMUSG00000021427.11",12492.01802354,-0.0497414722782592,0.0155657725888736,-3.19556719682608,0.00139556281421757,0.0157591399724981,"ENSMUSG00000021427",107513,"Ssr1","protein_coding","13",38150581,38178193
"1406","ENSMUSG00000041881.14",2051.920439261,0.103958319965507,0.0325287188220009,3.19589346676618,0.00139398571442295,0.0157591399724981,"ENSMUSG00000041881",66416,"Ndufa7","protein_coding","17",34043546,34057291
"1407","ENSMUSG00000029076.15",15327.9595796813,0.0412387835263852,0.012907478348227,3.19495275636468,0.00139853731930513,0.0157702961779883,"ENSMUSG00000029076",20318,"Sdf4","protein_coding","4",156077329,156098067
"1408","ENSMUSG00000025658.17",2313.97477929782,-0.116647844055578,0.0365082385890706,-3.19511016043646,0.00139777477002929,0.0157702961779883,"ENSMUSG00000025658",245684,"Cnksr2","protein_coding","X",156604432,156826290
"1409","ENSMUSG00000026519.17",2392.78653991347,-0.233815553667221,0.0731985104834494,-3.19426655164094,0.0014018661444139,0.0157854104786238,"ENSMUSG00000026519",208795,"Tmem63a","protein_coding","1",180769909,180802677
"1410","ENSMUSG00000055660.10",808.414825698985,-0.0909901850085253,0.0284841146275444,-3.19441858026147,0.00140112801400343,0.0157854104786238,"ENSMUSG00000055660",76781,"Mettl4","protein_coding","17",95030018,95057447
"1411","ENSMUSG00000027358.7",279.786215390156,-0.133311405113281,0.0417383376492683,-3.19397974671419,0.00140325961800985,0.0157879045577771,"ENSMUSG00000027358",12156,"Bmp2","protein_coding","2",133394079,133404805
"1412","ENSMUSG00000030982.20",3303.4907790053,-0.0411312853092934,0.0128784313094097,-3.19381175556999,0.00140407641466154,0.0157879045577771,"ENSMUSG00000030982",71517,"Vps35l","protein_coding","7",118339449,118442189
"1413","ENSMUSG00000053774.10",3140.92414599476,-0.0757542628362652,0.0237208772996477,-3.19356918714766,0.00140525659007275,0.0157899921306334,"ENSMUSG00000053774",224111,"Ubxn7","protein_coding","16",32151075,32212565
"1414","ENSMUSG00000030513.15",1060.88964421164,-0.0898046327758367,0.0281245290337601,-3.19310707987455,0.00140750742577104,0.0158040985848422,"ENSMUSG00000030513",18553,"Pcsk6","protein_coding","7",65511482,65700134
"1415","ENSMUSG00000032244.10",12609.5943168138,-0.0759184269849181,0.0237774466228776,-3.19287550883923,0.00140863661360068,0.0158055996566346,"ENSMUSG00000032244",14155,"Fem1b","protein_coding","9",62699103,62719216
"1416","ENSMUSG00000051359.16",13214.1811327734,0.0919982358072177,0.0288242551477142,3.19169516560823,0.00141440519904008,0.0158591181816097,"ENSMUSG00000051359",52589,"Ncald","protein_coding","15",37366419,37792814
"1417","ENSMUSG00000035279.9",152.444226853231,-0.316805767753877,0.099279862450244,-3.19103753707002,0.00141762860792328,0.0158840433366252,"ENSMUSG00000035279",269855,"Ssc5d","protein_coding","7",4928784,4947825
"1418","ENSMUSG00000047485.7",16.0667470187336,0.513186526879804,0.160844939482987,3.19056681875954,0.00141994002158244,0.0158987219482824,"ENSMUSG00000047485",245683,"Klhl34","protein_coding","X",156601431,156603365
"1419","ENSMUSG00000027203.16",977.029381848306,0.064627966732992,0.0202608510433552,3.18979526549491,0.001423736170249,0.0159075715517546,"ENSMUSG00000027203",110074,"Dut","protein_coding","2",125089110,125100528
"1420","ENSMUSG00000020120.16",756.732603440002,-0.081970669814426,0.025696182846695,-3.18999402765259,0.00142275733931437,0.0159075715517546,"ENSMUSG00000020120",56193,"Plek","protein_coding","11",16921206,17002381
"1421","ENSMUSG00000022865.15",926.100632221318,-0.173198632137009,0.0542913924880768,-3.19016743169825,0.00142190389456809,0.0159075715517546,"ENSMUSG00000022865",13052,"Cxadr","protein_coding","16",78098377,78156662
"1422","ENSMUSG00000058400.14",297.189362419098,0.180680039939038,0.0566710298506612,3.18822580805685,0.00143148700652719,0.0159829248963658,"ENSMUSG00000058400",229214,"Qrfpr","protein_coding","3",36233573,36276462
"1423","ENSMUSG00000048281.10",488.292337587943,0.0998429912043105,0.0313202485969919,3.18780966553055,0.00143354865930676,0.0159946957581261,"ENSMUSG00000048281",239133,"Dleu7","protein_coding","14",62513680,62530496
"1424","ENSMUSG00000027109.17",2077.42916302983,-0.0530032313456147,0.0166323480309147,-3.18675578740279,0.00143878203007116,0.0160080885013594,"ENSMUSG00000027109",20687,"Sp3","protein_coding","2",72766771,72810790
"1425","ENSMUSG00000036334.13",980.354517587519,-0.0977296896653823,0.0306658082474096,-3.18692691472228,0.00143793104645407,0.0160080885013594,"ENSMUSG00000036334",242050,"Igsf10","protein_coding","3",59224156,59251815
"1426","ENSMUSG00000041733.11",1940.72586082669,0.0596189044618289,0.0187061607291043,3.18712670789094,0.00143693810007043,0.0160080885013594,"ENSMUSG00000041733",52064,"Coq5","protein_coding","5",115417725,115435031
"1427","ENSMUSG00000036528.17",524.614338507892,-0.123055225775084,0.0386108884405114,-3.18706019843801,0.00143726857330629,0.0160080885013594,"ENSMUSG00000036528",19024,"Ppfibp2","protein_coding","7",107194414,107347790
"1428","ENSMUSG00000027796.3",1307.30454408881,-0.0735367398668232,0.0230816916302512,-3.18593372811744,0.00144287644962914,0.016042401534147,"ENSMUSG00000027796",55994,"Smad9","protein_coding","3",54663003,54708678
"1429","ENSMUSG00000033327.19",484.817074289455,-0.248872865649776,0.0781540211668997,-3.18438977206691,0.0014505954520383,0.0161169377130945,"ENSMUSG00000033327",81877,"Tnxb","protein_coding","17",34879431,34938789
"1430","ENSMUSG00000054509.8",502.554558376753,-0.12863151413192,0.0403974660073601,-3.18414808761728,0.00145180719199687,0.0161191208303037,"ENSMUSG00000054509",328417,"Parp4","protein_coding","14",56813076,56897251
"1431","ENSMUSG00000031595.10",103.611491771119,-0.194443688322871,0.0610744717297089,-3.18371461620497,0.00145398283692632,0.0161207300990776,"ENSMUSG00000031595",68797,"Pdgfrl","protein_coding","8",41379249,41443822
"1432","ENSMUSG00000050288.7",1155.23092694107,-0.151048602771776,0.0474413529741403,-3.18390166600246,0.00145304364328554,0.0161207300990776,"ENSMUSG00000050288",57265,"Fzd2","protein_coding","11",102495222,102498884
"1433","ENSMUSG00000026765.13",470.795386648423,0.115347999639486,0.0362387153132211,3.18300465793286,0.00145755269466663,0.0161271651297385,"ENSMUSG00000026765",71897,"Lypd6b","protein_coding","2",49677700,49838861
"1434","ENSMUSG00000028452.8",21401.0840997504,-0.0587027154545405,0.0184426143062398,-3.18299317438305,0.00145761050331768,0.0161271651297385,"ENSMUSG00000028452",269523,"Vcp","protein_coding","4",42979963,43000507
"1435","ENSMUSG00000079428.9",78.3476307985944,0.33593525811324,0.105539466505984,3.18302971613178,0.00145742655802256,0.0161271651297385,"ENSMUSG00000079428",100040972,"Tceal7","protein_coding","X",135115528,135126849
"1436","ENSMUSG00000058952.13",4.11486729447963,-0.673108119725113,0.21150602161026,-3.18245369375556,0.00146032865305436,0.016145987482273,"ENSMUSG00000058952",12630,"Cfi","protein_coding","3",129629533,129668981
"1437","ENSMUSG00000070544.7",4355.22571230121,-0.0980294532189163,0.0308101612981967,-3.18172476509086,0.00146400874887835,0.0161680519324816,"ENSMUSG00000070544",21969,"Top1","protein_coding","2",160487808,160564684
"1438","ENSMUSG00000035382.10",665.949807511579,0.107261099671291,0.0337123592962858,3.18165509357006,0.00146436094217476,0.0161680519324816,"ENSMUSG00000035382",18554,"Pcsk7","protein_coding","9",45817795,45841024
"1439","ENSMUSG00000029710.16",617.076863410298,-0.170710711630856,0.0536613078264629,-3.18126259954236,0.00146634648001715,0.0161787234629828,"ENSMUSG00000029710",13846,"Ephb4","protein_coding","5",137348371,137376931
"1440","ENSMUSG00000026442.15",18001.9391027432,-0.0961247615554247,0.0302233933860639,-3.18047547896287,0.00147033582244022,0.0161889888022769,"ENSMUSG00000026442",269116,"Nfasc","protein_coding","1",132492428,132669535
"1441","ENSMUSG00000001240.14",554.682392679315,-0.139966869664878,0.0440066247969719,-3.1805863392302,0.00146977334779689,0.0161889888022769,"ENSMUSG00000001240",54409,"Ramp2","protein_coding","11",101136854,101150372
"1442","ENSMUSG00000020758.16",1926.57146634904,-0.236690616704555,0.0744186084026964,-3.18053000163301,0.00147005916455593,0.0161889888022769,"ENSMUSG00000020758",192897,"Itgb4","protein_coding","11",115865535,115899238
"1443","ENSMUSG00000032278.12",145.459998400353,-0.224713886201896,0.0706671917648868,-3.17988985538763,0.00147331040912359,0.0162104985208976,"ENSMUSG00000032278",74090,"Paqr5","protein_coding","9",61860763,61934138
"1444","ENSMUSG00000033106.7",736.57680219601,0.0839343650858693,0.0264036078395916,3.17889758080756,0.00147836317947397,0.0162548283937037,"ENSMUSG00000033106",66432,"Slc7a6os","protein_coding","8",106927349,106937567
"1445","ENSMUSG00000052397.9",3323.2522033897,-0.114275176892712,0.0359538877148306,-3.17838164815692,0.00148099666979315,0.0162725149663017,"ENSMUSG00000052397",22350,"Ezr","protein_coding","17",7005440,7050183
"1446","ENSMUSG00000051736.9",222.763382539457,0.120291162964196,0.0378522329936584,3.17791457598681,0.0014833844873784,0.0162874796031167,"ENSMUSG00000051736",66337,"Fam229b","protein_coding","10",38994800,39009910
"1447","ENSMUSG00000030754.10",4477.85333012389,-0.0508002212546894,0.0159897115617742,-3.17705676293342,0.00148777913576852,0.0163244432194864,"ENSMUSG00000030754",70349,"Copb1","protein_coding","7",113814794,113853946
"1448","ENSMUSG00000031715.15",4601.04995510083,-0.0465640051052048,0.0146627931771315,-3.17565722592523,0.00149497484036083,0.0163807560665348,"ENSMUSG00000031715",93762,"Smarca5","protein_coding","8",81425136,81466126
"1449","ENSMUSG00000004187.12",6203.54294806022,0.149699839765616,0.0471377943256141,3.17579220469106,0.0014942794539517,0.0163807560665348,"ENSMUSG00000004187",16581,"Kifc2","protein_coding","15",76544058,76552396
"1450","ENSMUSG00000079593.12",12.6608117595079,0.740923561769712,0.233337504656109,3.1753299276157,0.00149666226076786,0.0163879356649733,"ENSMUSG00000079593",71159,"4933416I08Rik","protein_coding","X",52576568,52610946
"1451","ENSMUSG00000067714.15",23.9861925922505,-0.291822912610238,0.0919169643428714,-3.17485368121679,0.00149912073300451,0.0163936483411123,"ENSMUSG00000067714",381810,"Lpar5","protein_coding","6",125044883,125059435
"1452","ENSMUSG00000020411.3",273.460970325927,-0.233819263559211,0.0736478327680483,-3.17482884113668,0.00149924906413649,0.0163936483411123,"ENSMUSG00000020411",214112,"Nipal4","protein_coding","11",46038982,46057335
"1453","ENSMUSG00000004054.10",1455.29929298132,-0.0778295562394614,0.0245196382571335,-3.17417228685332,0.00150264468721116,0.016419469854681,"ENSMUSG00000004054",26403,"Map3k11","protein_coding","19",5738770,5752893
"1454","ENSMUSG00000007815.14",8290.9564492543,-0.0767351461871323,0.0241820571525204,-3.1732265664228,0.00150754829862807,0.0164617223777977,"ENSMUSG00000007815",11848,"Rhoa","protein_coding","9",108183328,108215133
"1455","ENSMUSG00000018012.12",1507.01486788729,0.103491686409693,0.0326176301309642,3.17287571151429,0.00150937124613527,0.0164703005325702,"ENSMUSG00000018012",170758,"Rac3","protein_coding","11",120612296,120614795
"1456","ENSMUSG00000024740.11",15511.6844279988,-0.0509179793075652,0.0160505014646598,-3.17236065300993,0.0015120510300897,0.0164882103054493,"ENSMUSG00000024740",13194,"Ddb1","protein_coding","19",10582691,10607183
"1457","ENSMUSG00000070436.13",2591.79638567656,-0.231378850258836,0.0729418041437396,-3.17210210214817,0.0015133978889997,0.016491570544714,"ENSMUSG00000070436",12406,"Serpinh1","protein_coding","7",98994583,99002446
"1458","ENSMUSG00000024082.6",1050.12452690608,0.0693848175471722,0.0218831550636134,3.1706953291458,0.00152074552182709,0.0165602720507878,"ENSMUSG00000024082",73694,"Ndufaf7","protein_coding","17",79244565,79255481
"1459","ENSMUSG00000002658.10",2379.8603784717,0.0788273501787689,0.0248705091534755,3.16951091319952,0.00152695723876094,0.0166165182178255,"ENSMUSG00000002658",98053,"Gtf2f1","protein_coding","17",57310405,57318288
"1460","ENSMUSG00000102758.4",166.91621096679,-0.165020750046014,0.0520794814538004,-3.1686327405622,0.00153157792862847,0.0166348023923043,"ENSMUSG00000102758",635702,"Naaladl2","protein_coding","3",23852266,25198425
"1461","ENSMUSG00000034462.10",2196.99381810766,-0.103122636748846,0.0325469005230343,-3.16843186575826,0.00153263668187407,0.0166348023923043,"ENSMUSG00000034462",18764,"Pkd2","protein_coding","5",104607316,104653685
"1462","ENSMUSG00000030787.5",62.5001528846285,-0.429235898601886,0.135474216181924,-3.16839551243816,0.00153282836177749,0.0166348023923043,"ENSMUSG00000030787",114332,"Lyve1","protein_coding","7",110449814,110462446
"1463","ENSMUSG00000073433.12",2790.70907063466,0.107284112167626,0.0338549377377137,3.16893544447767,0.00152998373583829,0.0166348023923043,"ENSMUSG00000073433",14570,"Arhgdig","protein_coding","17",26418157,26426760
"1464","ENSMUSG00000001105.16",986.619169849439,0.100045047568388,0.0315817630017964,3.16781072553479,0.00153591479955469,0.0166455421655493,"ENSMUSG00000001105",55978,"Ift20","protein_coding","11",78427187,78432563
"1465","ENSMUSG00000031425.16",130076.0560009,-0.222013795559562,0.0700807108148653,-3.16797294117156,0.00153505807098784,0.0166455421655493,"ENSMUSG00000031425",18823,"Plp1","protein_coding","X",135723420,135740482
"1466","ENSMUSG00000050912.16",972.012653075572,-0.128728428611419,0.0406476737159276,-3.16693224589081,0.0015405620726179,0.0166845184358489,"ENSMUSG00000050912",71929,"Tmem123","protein_coding","9",7764042,7794334
"1467","ENSMUSG00000033732.11",5284.89867099707,-0.0764669307033238,0.0241537996016003,-3.16583444280367,0.00154638779861942,0.016722597130361,"ENSMUSG00000033732",101943,"Sf3b3","protein_coding","8",111536871,111573419
"1468","ENSMUSG00000047117.14",5.68496648326586,0.613930584237412,0.193933573683609,3.1656745790649,0.0015472378399257,0.016722597130361,"ENSMUSG00000047117",271144,"Ankdd1b","protein_coding","13",96552642,96607775
"1469","ENSMUSG00000024429.10",8389.23969683208,0.0588851207433542,0.0186008931474791,3.16571469318583,0.00154702450121848,0.016722597130361,"ENSMUSG00000024429",14670,"Gnl1","protein_coding","17",36290743,36300354
"1470","ENSMUSG00000027405.17",2312.05848789327,0.0609955643250129,0.0192779544206326,3.16400604515027,0.00155613563246848,0.0167617133220502,"ENSMUSG00000027405",67134,"Nop56","protein_coding","2",130116350,130121233
"1471","ENSMUSG00000011884.14",2498.06005130166,-0.150509352790471,0.0475645053662359,-3.16432078146473,0.00155445364043902,0.0167617133220502,"ENSMUSG00000011884",56356,"Gltp","protein_coding","5",114807459,114829045
"1472","ENSMUSG00000001729.15",8525.67966563604,0.0459178020627422,0.0145090104445654,3.16477834502776,0.00155201134691289,0.0167617133220502,"ENSMUSG00000001729",11651,"Akt1","protein_coding","12",112620255,112641318
"1473","ENSMUSG00000037185.10",211.460174461915,-0.418774008763311,0.132354369824674,-3.16403613509739,0.00155597475543104,0.0167617133220502,"ENSMUSG00000037185",74127,"Krt80","protein_coding","15",101245325,101268043
"1474","ENSMUSG00000024330.18",1054.21672905247,-0.202808256869142,0.0640927211536203,-3.16429468461858,0.00155459304171919,0.0167617133220502,"ENSMUSG00000024330",12815,"Col11a2","protein_coding","17",34258411,34285659
"1475","ENSMUSG00000031728.11",1090.24703425166,0.0666922028496867,0.0210804588705966,3.1636978710511,0.00155778417891298,0.0167619240831544,"ENSMUSG00000031728",75871,"Zfp821","protein_coding","8",110432178,110451564
"1476","ENSMUSG00000041229.16",2179.58643395646,-0.0965264972474661,0.0305115252646093,-3.16360773217157,0.00155826667170976,0.0167619240831544,"ENSMUSG00000041229",320595,"Phf8","protein_coding","X",150303668,150416855
"1477","ENSMUSG00000020451.18",4537.27263407577,0.0668984718008375,0.021151383064303,3.16284148405129,0.00156237378303611,0.0167947248160219,"ENSMUSG00000020451",16886,"Limk2","protein_coding","11",3294256,3359189
"1478","ENSMUSG00000022223.10",2488.23960200717,0.077132476833044,0.0243894764716751,3.16253105812347,0.00156404050995428,0.0168012660193126,"ENSMUSG00000022223",654795,"Sdr39u1","protein_coding","14",56134740,56137750
"1479","ENSMUSG00000004667.19",1690.31176167107,0.0696372012785643,0.0220218406528234,3.16218804669427,0.00156588409761722,0.0168096969694852,"ENSMUSG00000004667",66420,"Polr2e","protein_coding","10",79871783,79875629
"1480","ENSMUSG00000041324.15",89.5332516501457,-0.206455193896425,0.0652982682983708,-3.16172540676053,0.00156837382352542,0.0168233909000843,"ENSMUSG00000041324",16323,"Inhba","protein_coding","13",16186436,16206206
"1481","ENSMUSG00000049538.15",101.566843010345,0.211360221781816,0.0668531980067218,3.16155738369561,0.00156927895213358,0.0168233909000843,"ENSMUSG00000049538",271127,"Adamts16","protein_coding","13",70875921,70989930
"1482","ENSMUSG00000039018.16",523.597898018798,0.0879320062049073,0.0278178416867071,3.16099312071813,0.00157232211859205,0.0168446412124737,"ENSMUSG00000039018",212508,"Mtg1","protein_coding","7",139717477,139730699
"1483","ENSMUSG00000040649.16",2957.02283271533,0.0555726449061172,0.0175929070533139,3.15880966901653,0.00158414910935779,0.0168689036950192,"ENSMUSG00000040649",108653,"Rimklb","protein_coding","6",122424255,122475720
"1484","ENSMUSG00000038503.16",3502.35838217309,0.0526920087822681,0.0166809391685632,3.15881547494467,0.00158411755237206,0.0168689036950192,"ENSMUSG00000038503",67943,"Mesd","protein_coding","7",83533674,83550740
"1485","ENSMUSG00000005686.18",1848.15854884065,-0.0615045645670128,0.0194676891350001,-3.15931511647351,0.00158140401559321,0.0168689036950192,"ENSMUSG00000005686",11717,"Ampd3","protein_coding","7",110367413,110411612
"1486","ENSMUSG00000003299.11",1380.67719843208,0.0661948518314154,0.020951473612003,3.159436565526,0.00158074507661459,0.0168689036950192,"ENSMUSG00000003299",66163,"Mrpl4","protein_coding","9",20914034,20920135
"1487","ENSMUSG00000036867.8",210.106498502763,-0.20070123666423,0.0635095824039841,-3.16017251361488,0.00157675749047293,0.0168689036950192,"ENSMUSG00000036867",17130,"Smad6","protein_coding","9",63860358,63929341
"1488","ENSMUSG00000032392.12",199.565535504037,0.121202913979139,0.0383615095460853,3.15949282010222,0.00158043994514004,0.0168689036950192,"ENSMUSG00000032392",214424,"Parp16","protein_coding","9",65102635,65146506
"1489","ENSMUSG00000052609.10",1313.18058818896,-0.17334557713166,0.0548710776278912,-3.15914293331735,0.00158233865303679,0.0168689036950192,"ENSMUSG00000052609",263406,"Plekhg3","protein_coding","12",76577665,76627262
"1490","ENSMUSG00000038402.3",255.514284976544,-0.163053816546506,0.051610739315304,-3.15930015166739,0.00158148522675907,0.0168689036950192,"ENSMUSG00000038402",14238,"Foxf2","protein_coding","13",31809799,31815386
"1491","ENSMUSG00000024812.12",3434.9719380518,-0.109511491847037,0.0346600710368017,-3.15958648009576,0.00157993204255671,0.0168689036950192,"ENSMUSG00000024812",21873,"Tjp2","protein_coding","19",24071869,24202394
"1492","ENSMUSG00000021901.11",5349.55718208931,0.0591812285966344,0.0187421000254946,3.15766261604255,0.0015903950557385,0.0169240632037267,"ENSMUSG00000021901",104416,"Bap1","protein_coding","14",30973407,30981901
"1493","ENSMUSG00000027133.4",1464.74033865073,0.0936756945302524,0.0296750169659274,3.15671915664986,0.00159554937553444,0.0169675401442467,"ENSMUSG00000027133",66181,"Nop10","protein_coding","2",112092271,112093614
"1494","ENSMUSG00000028834.14",22.7619088565856,-0.390215098566345,0.123629366159181,-3.15633017210423,0.00159767895460301,0.0169788144325516,"ENSMUSG00000028834",433766,"Trim63","protein_coding","4",134042431,134056940
"1495","ENSMUSG00000049960.5",768.260413177793,0.102640989758648,0.0325249447685933,3.15576215390716,0.00160079339202057,0.0170005328997395,"ENSMUSG00000049960",66242,"Mrps16","protein_coding","14",20439372,20443702
"1496","ENSMUSG00000025491.15",196.848457129755,-0.269949851779464,0.0855623972451304,-3.15500570894568,0.00160494964839856,0.0170332791227432,"ENSMUSG00000025491",68713,"Ifitm1","protein_coding","7",140547134,140549738
"1497","ENSMUSG00000040569.14",551.348629406574,-0.466328915985579,0.147877546794999,-3.15348020096685,0.00161336172143427,0.0171111182706826,"ENSMUSG00000040569",208890,"Slc26a7","protein_coding","4",14502430,14621805
"1498","ENSMUSG00000041842.16",446.823006193875,-0.127346481494017,0.0403892240106306,-3.15298163343021,0.00161611974739258,0.0171289273894206,"ENSMUSG00000041842",229474,"Fhdc1","protein_coding","3",84349505,84387736
"1499","ENSMUSG00000029096.16",1128.58854917332,-0.357006194143378,0.113257332885266,-3.15216847376266,0.00162062737796128,0.017150742730599,"ENSMUSG00000029096",78558,"Htra3","protein_coding","5",35809367,35837126
"1500","ENSMUSG00000005667.9",668.794220063617,-0.0768813629523571,0.0243920632951055,-3.15190076469603,0.0016221139136507,0.017150742730599,"ENSMUSG00000005667",17768,"Mthfd2","protein_coding","6",83282673,83302890
"1501","ENSMUSG00000046460.16",4.17660332320385,0.673728806252947,0.213757878259562,3.1518314634226,0.00162249893439313,0.017150742730599,"ENSMUSG00000046460",244885,"Sh2d7","protein_coding","9",54441430,54452304
"1502","ENSMUSG00000002147.19",372.644344689284,-0.177168758914515,0.0562109686190461,-3.15185386886368,0.00162237444610188,0.017150742730599,"ENSMUSG00000002147",20852,"Stat6","protein_coding","10",127478855,127496826
"1503","ENSMUSG00000034708.13",2941.79422342959,-0.0887230977799789,0.0281538778505666,-3.15136331310726,0.00162510206580895,0.0171668300058874,"ENSMUSG00000034708",14824,"Grn","protein_coding","11",102321141,102327874
"1504","ENSMUSG00000017404.13",4688.68861400489,0.124160031529982,0.0394018388133367,3.15112277166,0.00162644108142001,0.0171695512298574,"ENSMUSG00000017404",19921,"Rpl19","protein_coding","11",97917536,97921318
"1505","ENSMUSG00000061535.12",61.4783667289824,-0.244293692074072,0.0775341347196612,-3.15078891326202,0.00162830124470817,0.0171777666858682,"ENSMUSG00000061535",109323,"C1qtnf7","protein_coding","5",43672881,43776145
"1506","ENSMUSG00000009894.16",13767.8645741745,0.0655991708467657,0.0208219334638716,3.15048412581798,0.00163000114240623,0.0171842816321273,"ENSMUSG00000009894",67826,"Snap47","protein_coding","11",59297960,59342012
"1507","ENSMUSG00000001435.16",505.708399122964,-0.221701859257996,0.0704090050447231,-3.14877136975836,0.00163958414863819,0.0172738404299459,"ENSMUSG00000001435",12822,"Col18a1","protein_coding","10",76888012,77002382
"1508","ENSMUSG00000022816.12",1872.18776802187,-0.103620194190615,0.0329139415895679,-3.14821589837959,0.00164270317149063,0.0172952243062047,"ENSMUSG00000022816",14314,"Fstl1","protein_coding","16",37597235,37656876
"1509","ENSMUSG00000039997.17",69.9792062321837,-0.198520428233024,0.0630767148950797,-3.14728546918206,0.00164793985179292,0.0173044583511351,"ENSMUSG00000039997",15950,"Ifi203","protein_coding","1",173747973,173770238
"1510","ENSMUSG00000026820.6",1336.11904668837,0.0696202195479901,0.0221197421497484,3.1474245529929,0.00164715607924742,0.0173044583511351,"ENSMUSG00000026820",96979,"Ptges2","protein_coding","2",32285908,32295784
"1511","ENSMUSG00000056498.14",38.4944981007062,-0.30756360276081,0.0977181896101435,-3.14745498241286,0.001646984647488,0.0173044583511351,"ENSMUSG00000056498",320782,"Tmem154","protein_coding","3",84573499,84611882
"1512","ENSMUSG00000050697.10",2245.63373303401,-0.0721099816336239,0.02291152280248,-3.1473238271975,0.00164772366038435,0.0173044583511351,"ENSMUSG00000050697",105787,"Prkaa1","protein_coding","15",5173343,5211380
"1513","ENSMUSG00000031782.16",1809.35304959779,0.0819579894494866,0.0260448713191347,3.14679955394034,0.0016506808020217,0.0173146360350492,"ENSMUSG00000031782",67914,"Coq9","protein_coding","8",95564949,95581523
"1514","ENSMUSG00000040913.12",1100.83196822777,0.0750706266317611,0.0238567329310694,3.14672704132065,0.00165109019065721,0.0173146360350492,"ENSMUSG00000040913",30838,"Fbxw4","protein_coding","19",45566693,45648751
"1515","ENSMUSG00000027297.16",164.169704733302,0.179664222391068,0.0571068133190106,3.14610835291099,0.00165458695614874,0.0173169921573985,"ENSMUSG00000027297",17005,"Ltk","protein_coding","2",119581801,119590912
"1516","ENSMUSG00000027778.16",1555.25966068212,-0.0843057244842475,0.0267952995877863,-3.1462878109665,0.00165357197607505,0.0173169921573985,"ENSMUSG00000027778",68259,"Ift80","protein_coding","3",68799832,68911903
"1517","ENSMUSG00000021200.15",189.830670155558,-0.207378780589417,0.0659142886897169,-3.14618855352633,0.00165413328614429,0.0173169921573985,"ENSMUSG00000021200",65256,"Asb2","protein_coding","12",103287401,103322260
"1518","ENSMUSG00000020052.10",242.2335579493,-0.147532989501812,0.0469172346963464,-3.14453719313728,0.00166349764208765,0.0173987826504781,"ENSMUSG00000020052",17172,"Ascl1","protein_coding","10",87326681,87329522
"1519","ENSMUSG00000066150.13",1014.78685947434,-0.062772542196896,0.0199638020263316,-3.14431800686568,0.00166474423994034,0.017400358326223,"ENSMUSG00000066150",20529,"Slc31a1","protein_coding","4",62278964,62310006
